Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5668at33392	Complete	OW284515.1	21832276	21884595	-	1778.6	1343	https://www.orthodb.org/v10?query=5668at33392	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
5695at33392	Complete	OW284516.1	7527805	7537826	-	1709.1	1137	https://www.orthodb.org/v10?query=5695at33392	cleavage and polyadenylation specificity factor subunit 1
5830at33392	Complete	OW284512.1	31825663	31851255	+	1619.3	1047	https://www.orthodb.org/v10?query=5830at33392	vigilin
5918at33392	Complete	OW284510.1	62733037	63037750	-	1692.4	902	https://www.orthodb.org/v10?query=5918at33392	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
6081at33392	Complete	OW284512.1	57736941	57774122	-	2081.1	1127	https://www.orthodb.org/v10?query=6081at33392	splicing factor 3B subunit 1
6111at33392	Complete	OW284515.1	59814631	59822092	-	1387.9	881	https://www.orthodb.org/v10?query=6111at33392	DNA-directed RNA polymerase I subunit RPA2
6183at33392	Complete	OW284510.1	33516054	33832798	+	1351.9	830	https://www.orthodb.org/v10?query=6183at33392	transient receptor potential cation channel trpm isoform X1
6420at33392	Complete	OW284511.1	79437117	79464447	+	610.8	877	https://www.orthodb.org/v10?query=6420at33392	Fanconi anemia group I protein
6526at33392	Complete	OW284513.1	46042527	46080238	+	1259.9	803	https://www.orthodb.org/v10?query=6526at33392	protein TANC2 isoform X1
6540at33392	Complete	OW284513.1	7713090	7717035	-	1873.9	1003	https://www.orthodb.org/v10?query=6540at33392	membrane-associated protein Hem
6551at33392	Complete	OW284520.1	4699011	4737060	+	781.8	529	https://www.orthodb.org/v10?query=6551at33392	Histone-lysine N-methyltransferase, H3 lysine-79 specific
6679at33392	Complete	OW284510.1	96005565	96055698	-	1546.3	1104	https://www.orthodb.org/v10?query=6679at33392	protein mini spindles isoform X1
6697at33392	Complete	OW284517.1	39052860	39070500	-	829.5	846	https://www.orthodb.org/v10?query=6697at33392	Histone-lysine N-methyltransferase
6700at33392	Complete	OW284519.1	16480433	16534971	+	1539.1	1188	https://www.orthodb.org/v10?query=6700at33392	Leucine-rich repeat
6911at33392	Complete	OW284513.1	3247806	3265481	-	986.2	931	https://www.orthodb.org/v10?query=6911at33392	girdin isoform X1
6988at33392	Complete	OW284512.1	73024569	73073488	-	927.8	736	https://www.orthodb.org/v10?query=6988at33392	Rab-GTPase-TBC domain
6994at33392	Complete	OW284512.1	1704868	1717619	+	1054.1	978	https://www.orthodb.org/v10?query=6994at33392	rapamycin-insensitive companion of mTOR
7081at33392	Complete	OW284518.1	22646635	22669605	+	1141.4	686	https://www.orthodb.org/v10?query=7081at33392	membrane-bound transcription factor site-1 protease
7103at33392	Complete	OW284516.1	25686143	25711970	+	1792.3	968	https://www.orthodb.org/v10?query=7103at33392	Clustered mitochondria protein homolog
7116at33392	Complete	OW284516.1	38092444	38106767	-	1006.5	704	https://www.orthodb.org/v10?query=7116at33392	regulator of nonsense transcripts 2
7153at33392	Complete	OW284513.1	71061324	71103392	+	588.4	544	https://www.orthodb.org/v10?query=7153at33392	EGF-like, conserved site
7239at33392	Complete	OW284520.1	11806883	11817807	+	753.0	774	https://www.orthodb.org/v10?query=7239at33392	WASH complex subunit 7
7359at33392	Complete	OW284510.1	95723420	95803433	-	805.7	745	https://www.orthodb.org/v10?query=7359at33392	rho guanine nucleotide exchange factor 18
7407at33392	Complete	OW284517.1	39154324	39167748	-	915.9	501	https://www.orthodb.org/v10?query=7407at33392	SH3 domain
7448at33392	Complete	OW284511.1	39071891	39108176	+	1371.9	1004	https://www.orthodb.org/v10?query=7448at33392	neuralized-like protein 4
7475at33392	Complete	OW284514.1	593773	635456	+	1265.1	811	https://www.orthodb.org/v10?query=7475at33392	Ankyrin repeat-containing domain
7509at33392	Complete	OW284510.1	106545110	106562359	+	788.8	786	https://www.orthodb.org/v10?query=7509at33392	Zinc finger C2H2 superfamily
7690at33392	Complete	OW284518.1	41484100	41515352	-	1421.9	1139	https://www.orthodb.org/v10?query=7690at33392	peroxidasin
7692at33392	Complete	OW284517.1	38681373	38701901	+	1339.2	966	https://www.orthodb.org/v10?query=7692at33392	rabankyrin-5
7736at33392	Complete	OW284513.1	67978875	68034520	+	1779.4	1500	https://www.orthodb.org/v10?query=7736at33392	rootletin
7759at33392	Complete	OW284510.1	109208252	109275626	+	609.3	645	https://www.orthodb.org/v10?query=7759at33392	tyrosine-protein kinase hopscotch
7813at33392	Complete	OW284512.1	80817469	80828020	-	1789.2	946	https://www.orthodb.org/v10?query=7813at33392	transcription initiation factor TFIID subunit 2
7857at33392	Complete	OW284515.1	19701681	19750762	-	1549.4	1073	https://www.orthodb.org/v10?query=7857at33392	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
7877at33392	Complete	OW284511.1	15960971	15992553	+	1484.0	848	https://www.orthodb.org/v10?query=7877at33392	DNA-directed RNA polymerase III subunit RPC2
7888at33392	Complete	OW284511.1	31888077	31964134	-	1189.6	630	https://www.orthodb.org/v10?query=7888at33392	serine/threonine-protein kinase mig-15 isoform X1
7902at33392	Complete	OW284514.1	58241122	58282104	-	1547.5	1134	https://www.orthodb.org/v10?query=7902at33392	WD repeat-containing protein 19
7915at33392	Complete	OW284516.1	11909447	12012980	-	1443.3	886	https://www.orthodb.org/v10?query=7915at33392	Ras guanine-nucleotide exchange factor catalytic domain superfamily
7919at33392	Complete	OW284511.1	50138929	50157674	+	1212.6	970	https://www.orthodb.org/v10?query=7919at33392	Golgi apparatus protein 1
7925at33392	Complete	OW284512.1	62689882	62698857	+	1143.7	595	https://www.orthodb.org/v10?query=7925at33392	Toll/interleukin-1 receptor homology (TIR) domain
7933at33392	Complete	OW284511.1	6817787	6834583	-	1341.3	956	https://www.orthodb.org/v10?query=7933at33392	tectonin beta-propeller repeat-containing protein
8025at33392	Complete	OW284515.1	823939	868137	-	1264.4	989	https://www.orthodb.org/v10?query=8025at33392	transmembrane protein 94 isoform X1
8063at33392	Complete	OW284515.1	29091754	29130773	-	1169.6	1035	https://www.orthodb.org/v10?query=8063at33392	intraflagellar transport protein 140 homolog
8137at33392	Complete	OW284515.1	46869503	46895130	-	645.8	757	https://www.orthodb.org/v10?query=8137at33392	gamma-tubulin complex component 6
8178at33392	Complete	OW284520.1	1049340	1058142	+	738.4	936	https://www.orthodb.org/v10?query=8178at33392	Histone-lysine N-methyltransferase
8408at33392	Complete	OW284520.1	2986614	3020491	-	1671.0	936	https://www.orthodb.org/v10?query=8408at33392	Calcium-transporting ATPase
8550at33392	Complete	OW284513.1	58516170	58536601	+	848.9	624	https://www.orthodb.org/v10?query=8550at33392	programmed cell death 6-interacting protein
8561at33392	Complete	OW284512.1	40691638	40729878	+	1304.8	1209	https://www.orthodb.org/v10?query=8561at33392	integrator complex subunit 1
8607at33392	Complete	OW284516.1	2271808	2290078	+	1756.5	1021	https://www.orthodb.org/v10?query=8607at33392	DNA topoisomerase 2
8676at33392	Complete	OW284519.1	9051508	9165535	+	928.3	776	https://www.orthodb.org/v10?query=8676at33392	erythroid differentiation-related factor 1
8689at33392	Complete	OW284512.1	23568306	23652066	-	1409.5	808	https://www.orthodb.org/v10?query=8689at33392	patched domain-containing protein 3
8740at33392	Complete	OW284513.1	43512727	43703960	-	1672.1	937	https://www.orthodb.org/v10?query=8740at33392	Calcium-activated potassium channel alpha chain
8777at33392	Complete	OW284520.1	19770134	19795772	-	1598.5	1011	https://www.orthodb.org/v10?query=8777at33392	cullin-associated NEDD8-dissociated protein 1
8839at33392	Complete	OW284515.1	871216	895652	+	586.9	649	https://www.orthodb.org/v10?query=8839at33392	protein xmas-2
9071at33392	Complete	OW284512.1	56815280	56835434	+	1717.7	904	https://www.orthodb.org/v10?query=9071at33392	exportin-1
9080at33392	Complete	OW284511.1	46125952	46148295	+	783.4	832	https://www.orthodb.org/v10?query=9080at33392	DNA repair protein complementing XP-G cells homolog
9083at33392	Complete	OW284518.1	23662775	23734150	+	1308.5	898	https://www.orthodb.org/v10?query=9083at33392	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
9126at33392	Complete	OW284512.1	27483067	27513076	-	1934.1	1236	https://www.orthodb.org/v10?query=9126at33392	Glycogen debranching enzyme
9189at33392	Complete	OW284516.1	3926089	3937959	-	1134.6	861	https://www.orthodb.org/v10?query=9189at33392	WASH complex subunit strumpellin
9194at33392	Complete	OW284511.1	22456865	22480013	+	1482.4	982	https://www.orthodb.org/v10?query=9194at33392	protein mahjong
9206at33392	Complete	OW284513.1	67883557	67902895	-	630.4	738	https://www.orthodb.org/v10?query=9206at33392	TELO2-interacting protein 1 homolog
9376at33392	Complete	OW284514.1	1590658	1602754	-	661.0	925	https://www.orthodb.org/v10?query=9376at33392	EGF-like calcium-binding, conserved site
9404at33392	Complete	OW284512.1	76649309	76787976	-	1221.5	851	https://www.orthodb.org/v10?query=9404at33392	Transmembrane protein 132
9432at33392	Complete	OW284512.1	11836313	11897325	+	471.2	390	https://www.orthodb.org/v10?query=9432at33392	partitioning defective 3 homolog
9436at33392	Complete	OW284512.1	5782442	5815540	-	1353.5	1104	https://www.orthodb.org/v10?query=9436at33392	EGF-like, conserved site
9531at33392	Complete	OW284512.1	34200310	34207991	+	642.3	403	https://www.orthodb.org/v10?query=9531at33392	lateral signaling target protein 2 homolog
9603at33392	Complete	OW284515.1	27982183	28034983	-	1200.5	662	https://www.orthodb.org/v10?query=9603at33392	CUB domain
9679at33392	Complete	OW284511.1	49668204	49700399	+	1597.2	937	https://www.orthodb.org/v10?query=9679at33392	importin-5
9910at33392	Complete	OW284516.1	14033165	14041326	-	1302.8	973	https://www.orthodb.org/v10?query=9910at33392	intraflagellar transport protein 122 homolog
10409at33392	Complete	OW284512.1	65609893	65623270	+	1140.8	986	https://www.orthodb.org/v10?query=10409at33392	Zinc finger, RING-type
10442at33392	Complete	OW284519.1	13207163	13313896	+	1516.0	864	https://www.orthodb.org/v10?query=10442at33392	Neuropathy target esterase sws
10581at33392	Complete	OW284510.1	4254564	4291124	+	1483.6	924	https://www.orthodb.org/v10?query=10581at33392	sister chromatid cohesion protein PDS5 homolog B isoform X1
10629at33392	Complete	OW284510.1	47946546	48000725	-	1169.9	722	https://www.orthodb.org/v10?query=10629at33392	NADPH oxidase 5
10632at33392	Duplicated	OW284510.1	96271348	96277465	-	1319.9	846	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10632at33392	Duplicated	OW284520.1	8066565	8070793	+	1351.6	838	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10667at33392	Complete	OW284511.1	40159653	40182523	+	1575.4	863	https://www.orthodb.org/v10?query=10667at33392	FACT complex subunit spt16 isoform X1
10721at33392	Complete	OW284519.1	30422744	30442130	-	1793.8	1147	https://www.orthodb.org/v10?query=10721at33392	von Willebrand factor A domain-containing protein 8
10790at33392	Complete	OW284514.1	3381515	3400951	+	1338.8	774	https://www.orthodb.org/v10?query=10790at33392	Coronin
10838at33392	Complete	OW284514.1	35100042	35191188	+	1579.4	797	https://www.orthodb.org/v10?query=10838at33392	Alpha-actinin, sarcomeric
10878at33392	Complete	OW284512.1	2795956	2856559	+	1326.8	883	https://www.orthodb.org/v10?query=10878at33392	formin-like protein CG32138 isoform X1
10901at33392	Complete	OW284520.1	2167508	2171988	+	1536.2	789	https://www.orthodb.org/v10?query=10901at33392	AP-2 complex subunit alpha
10902at33392	Missing
10919at33392	Complete	OW284514.1	5241289	5253297	+	1622.1	923	https://www.orthodb.org/v10?query=10919at33392	leucine--tRNA ligase, cytoplasmic
10925at33392	Complete	OW284519.1	34333492	34415448	-	325.4	491	https://www.orthodb.org/v10?query=10925at33392	SCAR/WAVE family
10976at33392	Complete	OW284518.1	20148336	20169925	-	1211.1	591	https://www.orthodb.org/v10?query=10976at33392	DNA excision repair protein haywire
11006at33392	Complete	OW284513.1	34802819	34864007	-	1138.7	715	https://www.orthodb.org/v10?query=11006at33392	Diacylglycerol kinase
11012at33392	Complete	OW284514.1	5316730	5334325	+	1344.6	937	https://www.orthodb.org/v10?query=11012at33392	exportin-5
11043at33392	Complete	OW284515.1	62866419	62875249	+	1093.7	741	https://www.orthodb.org/v10?query=11043at33392	DNA-directed RNA polymerase
11090at33392	Complete	OW284519.1	34709761	34716762	-	1327.9	748	https://www.orthodb.org/v10?query=11090at33392	Coatomer subunit beta
11167at33392	Complete	OW284515.1	58122419	58131019	-	841.6	645	https://www.orthodb.org/v10?query=11167at33392	serine/threonine-protein kinase/endoribonuclease IRE1
11178at33392	Complete	OW284512.1	20683422	20714603	-	1091.4	692	https://www.orthodb.org/v10?query=11178at33392	protein O-GlcNAcase isoform X1
11298at33392	Complete	OW284514.1	23868945	23893711	-	1312.8	896	https://www.orthodb.org/v10?query=11298at33392	DENN domain-containing protein 5B isoform X1
11299at33392	Complete	OW284510.1	101763247	101823666	+	627.9	621	https://www.orthodb.org/v10?query=11299at33392	putative epidermal cell surface receptor isoform X1
11304at33392	Complete	OW284520.1	4131046	4164458	+	1227.4	768	https://www.orthodb.org/v10?query=11304at33392	Ankyrin repeat-containing domain
11331at33392	Complete	OW284515.1	53052995	53133353	-	1322.4	949	https://www.orthodb.org/v10?query=11331at33392	Mediator of RNA polymerase II transcription subunit 13
11388at33392	Complete	OW284513.1	38479600	38513100	+	752.9	611	https://www.orthodb.org/v10?query=11388at33392	TBC domain-containing protein kinase-like protein
11429at33392	Complete	OW284515.1	25642419	25727634	-	934.2	681	https://www.orthodb.org/v10?query=11429at33392	lethal(2) giant larvae protein homolog 1 isoform X1
11623at33392	Complete	OW284516.1	49373606	49414822	+	923.9	598	https://www.orthodb.org/v10?query=11623at33392	cold shock domain-containing protein E1
11701at33392	Complete	OW284515.1	58704044	58710213	-	1002.1	643	https://www.orthodb.org/v10?query=11701at33392	E3 ubiquitin-protein ligase MARCH6
11793at33392	Complete	OW284514.1	23317145	23346548	+	545.8	550	https://www.orthodb.org/v10?query=11793at33392	sterol regulatory element-binding protein 1
11884at33392	Complete	OW284515.1	31127323	31175889	+	719.7	522	https://www.orthodb.org/v10?query=11884at33392	ubiquitin carboxyl-terminal hydrolase 31
11904at33392	Complete	OW284512.1	7220057	7289234	+	886.4	766	https://www.orthodb.org/v10?query=11904at33392	Ankyrin repeat-containing domain
12042at33392	Complete	OW284517.1	38445934	38459847	+	1253.3	879	https://www.orthodb.org/v10?query=12042at33392	integrator complex subunit 2
12162at33392	Complete	OW284511.1	69787319	69800798	+	1303.8	1319	https://www.orthodb.org/v10?query=12162at33392	HEAT repeat-containing protein 1
12178at33392	Complete	OW284519.1	17966460	17987334	+	1502.4	764	https://www.orthodb.org/v10?query=12178at33392	regulator of nonsense transcripts 1 homolog
12240at33392	Complete	OW284517.1	1676886	1735645	+	804.3	861	https://www.orthodb.org/v10?query=12240at33392	protein virilizer
12264at33392	Complete	OW284512.1	41704505	41727240	-	1515.1	824	https://www.orthodb.org/v10?query=12264at33392	glycine dehydrogenase (decarboxylating), mitochondrial
12344at33392	Complete	OW284520.1	25394576	25429579	+	1087.3	712	https://www.orthodb.org/v10?query=12344at33392	C2 domain
12398at33392	Complete	OW284510.1	85389153	85447246	+	808.9	916	https://www.orthodb.org/v10?query=12398at33392	tetratricopeptide repeat protein 37
12405at33392	Complete	OW284520.1	2903009	2913939	+	1351.7	765	https://www.orthodb.org/v10?query=12405at33392	transportin-1
12417at33392	Complete	OW284513.1	19012059	19021937	-	1465.6	794	https://www.orthodb.org/v10?query=12417at33392	ribonuclease 3
12432at33392	Complete	OW284514.1	61097404	61185447	-	837.4	810	https://www.orthodb.org/v10?query=12432at33392	ARID DNA-binding domain
12473at33392	Complete	OW284510.1	73959804	74002494	+	862.4	548	https://www.orthodb.org/v10?query=12473at33392	WD40-repeat-containing domain
12694at33392	Complete	OW284517.1	42956158	42959330	+	848.4	669	https://www.orthodb.org/v10?query=12694at33392	Exocyst complex component 2
12726at33392	Complete	OW284513.1	12973571	12984925	-	1236.3	976	https://www.orthodb.org/v10?query=12726at33392	nuclear pore complex protein Nup155
12761at33392	Complete	OW284511.1	9526594	9631456	-	1175.5	603	https://www.orthodb.org/v10?query=12761at33392	Anion exchange protein
12843at33392	Complete	OW284510.1	97792298	97838283	-	691.2	539	https://www.orthodb.org/v10?query=12843at33392	Ankyrin repeat-containing domain
12845at33392	Complete	OW284512.1	1334281	1368060	-	1312.2	965	https://www.orthodb.org/v10?query=12845at33392	Phosphoinositide 3-kinase regulatory subunit 4
12875at33392	Complete	OW284518.1	33170603	33191717	+	1275.2	867	https://www.orthodb.org/v10?query=12875at33392	importin-7
13104at33392	Complete	OW284514.1	13099151	13172045	-	1500.2	864	https://www.orthodb.org/v10?query=13104at33392	disheveled-associated activator of morphogenesis 1 isoform X1
13148at33392	Complete	OW284511.1	1862029	1923393	-	567.7	474	https://www.orthodb.org/v10?query=13148at33392	Katanin p80 WD40 repeat-containing subunit B1
13274at33392	Complete	OW284510.1	32028032	32052705	+	1323.7	923	https://www.orthodb.org/v10?query=13274at33392	protein brunelleschi
13494at33392	Complete	OW284514.1	18732935	18745911	+	1323.7	842	https://www.orthodb.org/v10?query=13494at33392	DNA polymerase subunit gamma-1, mitochondrial
13520at33392	Complete	OW284511.1	3110424	3138372	-	338.9	429	https://www.orthodb.org/v10?query=13520at33392	Folliculin-interacting protein 2
13622at33392	Complete	OW284516.1	7500880	7522046	+	860.8	662	https://www.orthodb.org/v10?query=13622at33392	EH domain-binding protein 1 isoform X1
13672at33392	Complete	OW284512.1	8466346	8480829	-	577.0	744	https://www.orthodb.org/v10?query=13672at33392	RNA polymerase II-associated protein 1
13811at33392	Complete	OW284516.1	11043357	11076220	-	1187.4	792	https://www.orthodb.org/v10?query=13811at33392	JNK-interacting protein 3 isoform X1
13837at33392	Complete	OW284520.1	2028850	2032616	+	1058.0	614	https://www.orthodb.org/v10?query=13837at33392	Carboxylesterase, type B
