# BUSCO version is: 5.2.2 
# The lineage dataset is: endopterygota_odb10 (Creation date: 2020-09-10, number of genomes: 56, number of BUSCOs: 2124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1224at33392	Complete	NC_007416.3	6623443	6632920	+	1547.7	1560	https://www.orthodb.org/v10?query=1224at33392	chondroitin sulfate proteoglycan 4
1226at33392	Complete	NC_007417.3	10711386	10724758	+	2505.0	1794	https://www.orthodb.org/v10?query=1226at33392	leucine-rich repeat serine/threonine-protein kinase 1
1321at33392	Complete	NW_015452276.1	115355	123723	+	2459.6	2060	https://www.orthodb.org/v10?query=1321at33392	small subunit processome component 20 homolog
1447at33392	Complete	NC_007425.3	3596392	3630714	-	1279.0	1162	https://www.orthodb.org/v10?query=1447at33392	cadherin-89D
1503at33392	Complete	NC_007423.3	12934509	12953357	-	2060.2	1404	https://www.orthodb.org/v10?query=1503at33392	protein KIAA0100
1556at33392	Complete	NC_007417.3	13101010	13117909	+	1405.2	1437	https://www.orthodb.org/v10?query=1556at33392	Tyrosine-protein kinase receptor
1561at33392	Complete	NC_007418.3	6029240	6040220	+	2528.3	1535	https://www.orthodb.org/v10?query=1561at33392	CCR4-NOT transcription complex subunit 1 isoform X1
1673at33392	Complete	NC_007424.3	6070716	6088077	+	3337.7	1793	https://www.orthodb.org/v10?query=1673at33392	Carbamoyl-phosphate synthase small subunit, N-terminal domain
1815at33392	Complete	NC_007424.3	5126979	5187168	+	2875.4	1907	https://www.orthodb.org/v10?query=1815at33392	protein sidekick isoform X1
1864at33392	Complete	NC_007422.5	3103990	3114926	+	2478.0	1567	https://www.orthodb.org/v10?query=1864at33392	DNA polymerase epsilon catalytic subunit
1903at33392	Complete	NC_007418.3	1346298	1365116	-	1537.9	1427	https://www.orthodb.org/v10?query=1903at33392	serine/threonine-protein kinase SMG1
1937at33392	Complete	NC_007421.3	2787172	2794472	+	2522.1	1652	https://www.orthodb.org/v10?query=1937at33392	tetratricopeptide repeat protein 28
1964at33392	Complete	NC_007417.3	4812528	4824276	+	1381.5	997	https://www.orthodb.org/v10?query=1964at33392	DNA polymerase
1980at33392	Complete	NW_015450512.1	173253	206962	-	2771.5	1320	https://www.orthodb.org/v10?query=1980at33392	Translational activator GCN1
2010at33392	Complete	NC_007422.5	8324612	8335007	+	851.9	1117	https://www.orthodb.org/v10?query=2010at33392	nuclear pore membrane glycoprotein 210
2351at33392	Complete	NC_007419.2	6260196	6279406	-	1942.0	1208	https://www.orthodb.org/v10?query=2351at33392	Pecanex-like protein 1
2366at33392	Complete	NC_007421.3	5017507	5042026	+	3088.2	1462	https://www.orthodb.org/v10?query=2366at33392	Clathrin heavy chain
2376at33392	Complete	NC_007416.3	4474892	4485667	-	1484.1	1048	https://www.orthodb.org/v10?query=2376at33392	Nipped-B protein
2382at33392	Complete	NC_007423.3	13775083	13784218	+	1184.3	1147	https://www.orthodb.org/v10?query=2382at33392	tuberin
2416at33392	Complete	NC_007416.3	7010935	7026236	-	2263.7	1348	https://www.orthodb.org/v10?query=2416at33392	protein MON2 homolog isoform X1
2473at33392	Complete	NC_007422.5	12217047	12228409	+	3051.2	1905	https://www.orthodb.org/v10?query=2473at33392	dnaJ homolog subfamily C member 13
2565at33392	Complete	NC_007424.3	5190056	5204177	+	2431.2	2023	https://www.orthodb.org/v10?query=2565at33392	nucleosome-remodeling factor subunit NURF301 isoform X1
2645at33392	Complete	NC_007424.3	5469853	5481973	-	1579.1	1358	https://www.orthodb.org/v10?query=2645at33392	proteasome-associated protein ECM29 homolog
2647at33392	Complete	NC_007422.5	6802876	6817160	-	1520.9	1273	https://www.orthodb.org/v10?query=2647at33392	Autophagy-related, C-terminal
2650at33392	Complete	NC_007418.3	28750118	28777391	+	2668.7	1389	https://www.orthodb.org/v10?query=2650at33392	brefeldin A-inhibited guanine nucleotide-exchange protein 1
2690at33392	Complete	NC_007418.3	19849454	19867413	+	1125.7	1399	https://www.orthodb.org/v10?query=2690at33392	nucleoprotein TPR
2789at33392	Complete	NC_007416.3	7222176	7232826	-	2065.0	1369	https://www.orthodb.org/v10?query=2789at33392	Rho GTPase-activating protein domain
3036at33392	Complete	NC_007424.3	5546184	5555326	-	2695.1	1463	https://www.orthodb.org/v10?query=3036at33392	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
3209at33392	Complete	NC_007417.3	10029140	10035592	-	1549.4	1072	https://www.orthodb.org/v10?query=3209at33392	DENN domain-containing protein 4C isoform X1
3472at33392	Complete	NC_007422.5	11539693	11554455	-	1200.0	1123	https://www.orthodb.org/v10?query=3472at33392	Zinc finger, PHD-type
3519at33392	Complete	NC_007424.3	4052215	4073201	+	2317.0	1318	https://www.orthodb.org/v10?query=3519at33392	Ankyrin repeat-containing domain
3563at33392	Complete	NW_015450233.1	617801	634538	+	1703.6	951	https://www.orthodb.org/v10?query=3563at33392	zinc finger SWIM domain-containing protein 8
3572at33392	Complete	NC_007417.3	8966743	8973673	-	1618.3	1102	https://www.orthodb.org/v10?query=3572at33392	protein polybromo-1 isoform X1
3627at33392	Complete	NC_007416.3	4119235	4127450	+	2878.0	1686	https://www.orthodb.org/v10?query=3627at33392	HEAT repeat-containing protein 5B isoform X1
3733at33392	Complete	NC_007419.2	34820	43021	-	2611.3	1577	https://www.orthodb.org/v10?query=3733at33392	myotubularin-related protein 13
3737at33392	Complete	NC_007417.3	7605631	7616078	-	2614.2	1541	https://www.orthodb.org/v10?query=3737at33392	Thioredoxin domain
4074at33392	Complete	NC_007422.5	1172926	1181391	+	1110.6	761	https://www.orthodb.org/v10?query=4074at33392	guanine nucleotide exchange factor subunit Rich
4197at33392	Complete	NW_015450233.1	355046	371731	+	1342.2	1100	https://www.orthodb.org/v10?query=4197at33392	protocadherin-15
4223at33392	Complete	NC_007422.5	15233399	15248418	+	1033.1	970	https://www.orthodb.org/v10?query=4223at33392	Thyroglobulin type-1
4339at33392	Complete	NC_007423.3	10604856	10616059	+	1773.5	1272	https://www.orthodb.org/v10?query=4339at33392	WD40-repeat-containing domain
4484at33392	Complete	NC_007422.5	10594227	10614077	+	1628.2	1215	https://www.orthodb.org/v10?query=4484at33392	probable Rho GTPase-activating protein CG5521 isoform X1
4595at33392	Complete	NC_007416.3	1587243	1592024	+	2291.0	1139	https://www.orthodb.org/v10?query=4595at33392	Cytoplasmic FMR1-interacting protein
4701at33392	Complete	NC_007422.5	13842798	13859262	-	1725.7	1700	https://www.orthodb.org/v10?query=4701at33392	trichohyalin isoform X1
4774at33392	Complete	NC_007424.3	13728560	13732401	-	1812.6	1090	https://www.orthodb.org/v10?query=4774at33392	Superoxide dismutase, copper/zinc binding domain
4915at33392	Complete	NC_007419.2	1167130	1179586	+	1602.4	1040	https://www.orthodb.org/v10?query=4915at33392	MAP kinase-activating death domain protein
5068at33392	Complete	NC_007418.3	25309350	25320405	-	2020.0	1040	https://www.orthodb.org/v10?query=5068at33392	splicing factor 3B subunit 3
5169at33392	Complete	NC_007420.3	8227408	8235086	-	1588.6	1099	https://www.orthodb.org/v10?query=5169at33392	UDP-glucose:glycoprotein glucosyltransferase
5263at33392	Complete	NC_007419.2	9858486	9865339	+	1597.7	938	https://www.orthodb.org/v10?query=5263at33392	protein mesh isoform X1
5266at33392	Complete	NC_007422.5	2360326	2364819	+	1394.1	765	https://www.orthodb.org/v10?query=5266at33392	Zona pellucida domain
5384at33392	Complete	NC_007420.3	9273313	9277950	-	1212.1	889	https://www.orthodb.org/v10?query=5384at33392	sterol regulatory element-binding protein cleavage-activating protein
5437at33392	Complete	NC_007422.5	234507	241593	+	1459.9	986	https://www.orthodb.org/v10?query=5437at33392	Paired amphipathic helix
5668at33392	Complete	NC_007423.3	4915260	4941624	+	2244.0	1696	https://www.orthodb.org/v10?query=5668at33392	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
5695at33392	Complete	NC_007418.3	2801385	2808892	-	1775.6	1132	https://www.orthodb.org/v10?query=5695at33392	cleavage and polyadenylation specificity factor subunit 1
5830at33392	Complete	NC_007424.3	9182981	9194823	+	1580.3	958	https://www.orthodb.org/v10?query=5830at33392	vigilin
5918at33392	Complete	NC_007422.5	13119026	13129366	-	1718.7	884	https://www.orthodb.org/v10?query=5918at33392	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
6081at33392	Complete	NC_007424.3	5900041	5904964	+	2088.1	1161	https://www.orthodb.org/v10?query=6081at33392	splicing factor 3B subunit 1
6111at33392	Complete	NC_007423.3	6762848	6779972	+	1495.9	852	https://www.orthodb.org/v10?query=6111at33392	DNA-directed RNA polymerase I subunit RPA2
6183at33392	Complete	NC_007422.5	11470469	11507199	-	1415.2	817	https://www.orthodb.org/v10?query=6183at33392	transient receptor potential cation channel trpm isoform X1
6420at33392	Complete	NC_007417.3	3753108	3758316	-	634.4	874	https://www.orthodb.org/v10?query=6420at33392	Fanconi anemia group I protein
6526at33392	Complete	NC_007418.3	17612783	17737664	+	1362.0	840	https://www.orthodb.org/v10?query=6526at33392	protein TANC2 isoform X1
6540at33392	Complete	NC_007425.3	2518859	2522224	-	1876.4	990	https://www.orthodb.org/v10?query=6540at33392	membrane-associated protein Hem
6551at33392	Complete	NC_007416.3	3309671	3317297	-	787.7	536	https://www.orthodb.org/v10?query=6551at33392	Histone-lysine N-methyltransferase, H3 lysine-79 specific
6679at33392	Complete	NC_007417.3	5335510	5348450	+	1567.6	1305	https://www.orthodb.org/v10?query=6679at33392	protein mini spindles isoform X1
6697at33392	Complete	NC_007421.3	9005982	9020333	+	935.2	640	https://www.orthodb.org/v10?query=6697at33392	Histone-lysine N-methyltransferase
6700at33392	Complete	NC_007417.3	14581448	14685681	-	1456.4	1081	https://www.orthodb.org/v10?query=6700at33392	Leucine-rich repeat
6911at33392	Complete	NC_007425.3	5054991	5068240	-	957.3	910	https://www.orthodb.org/v10?query=6911at33392	girdin isoform X1
6988at33392	Complete	NC_007424.3	4110088	4114408	-	671.9	473	https://www.orthodb.org/v10?query=6988at33392	Rab-GTPase-TBC domain
6994at33392	Complete	NC_007424.3	12582502	12594630	+	1129.6	928	https://www.orthodb.org/v10?query=6994at33392	rapamycin-insensitive companion of mTOR
7081at33392	Complete	NC_007418.3	9135996	9148082	-	1155.1	686	https://www.orthodb.org/v10?query=7081at33392	membrane-bound transcription factor site-1 protease
7103at33392	Complete	NC_007418.3	1060081	1074279	+	1952.1	1037	https://www.orthodb.org/v10?query=7103at33392	Clustered mitochondria protein homolog
7116at33392	Complete	NC_007418.3	8146975	8152840	-	1041.4	647	https://www.orthodb.org/v10?query=7116at33392	regulator of nonsense transcripts 2
7153at33392	Complete	NC_007417.3	7565842	7572670	-	776.1	720	https://www.orthodb.org/v10?query=7153at33392	EGF-like, conserved site
7239at33392	Complete	NC_007416.3	8041354	8052092	-	638.9	695	https://www.orthodb.org/v10?query=7239at33392	WASH complex subunit 7
7359at33392	Complete	NC_007422.5	1470116	1485058	-	826.2	733	https://www.orthodb.org/v10?query=7359at33392	rho guanine nucleotide exchange factor 18
7407at33392	Complete	NC_007421.3	9364978	9401499	-	920.5	516	https://www.orthodb.org/v10?query=7407at33392	SH3 domain
7448at33392	Complete	NC_007420.3	10236248	10240959	+	1327.6	1008	https://www.orthodb.org/v10?query=7448at33392	neuralized-like protein 4
7475at33392	Complete	NC_007419.2	10326817	10339632	-	1286.4	830	https://www.orthodb.org/v10?query=7475at33392	Ankyrin repeat-containing domain
7509at33392	Complete	NC_007422.5	2553177	2561503	+	807.5	772	https://www.orthodb.org/v10?query=7509at33392	Zinc finger C2H2 superfamily
7690at33392	Complete	NC_007418.3	3446317	3458526	+	1562.7	1131	https://www.orthodb.org/v10?query=7690at33392	peroxidasin
7692at33392	Complete	NC_007421.3	8974336	9003707	+	1523.8	988	https://www.orthodb.org/v10?query=7692at33392	rabankyrin-5
7736at33392	Complete	NC_007417.3	12554672	12565141	-	1642.5	1432	https://www.orthodb.org/v10?query=7736at33392	rootletin
7759at33392	Complete	NC_007422.5	13636338	13648547	+	685.1	666	https://www.orthodb.org/v10?query=7759at33392	tyrosine-protein kinase hopscotch
7813at33392	Complete	NC_007424.3	13703063	13707550	-	1816.0	944	https://www.orthodb.org/v10?query=7813at33392	transcription initiation factor TFIID subunit 2
7857at33392	Complete	NC_007423.3	7107492	7118220	-	1620.9	1118	https://www.orthodb.org/v10?query=7857at33392	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
7877at33392	Complete	NC_007420.3	5376987	5382626	+	1317.9	784	https://www.orthodb.org/v10?query=7877at33392	DNA-directed RNA polymerase III subunit RPC2
7888at33392	Complete	NC_007420.3	11845692	11858981	+	1177.4	645	https://www.orthodb.org/v10?query=7888at33392	serine/threonine-protein kinase mig-15 isoform X1
7902at33392	Complete	NC_007419.2	3407497	3412223	-	1549.9	1117	https://www.orthodb.org/v10?query=7902at33392	WD repeat-containing protein 19
7915at33392	Complete	NC_007418.3	27839005	27877310	+	1355.2	812	https://www.orthodb.org/v10?query=7915at33392	Ras guanine-nucleotide exchange factor catalytic domain superfamily
7919at33392	Complete	NC_007420.3	15126642	15130119	-	1291.6	955	https://www.orthodb.org/v10?query=7919at33392	Golgi apparatus protein 1
7925at33392	Complete	NC_007424.3	12766290	12777508	+	1168.9	596	https://www.orthodb.org/v10?query=7925at33392	Toll/interleukin-1 receptor homology (TIR) domain
7933at33392	Complete	NC_007420.3	15277126	15281263	+	1433.0	979	https://www.orthodb.org/v10?query=7933at33392	tectonin beta-propeller repeat-containing protein
8025at33392	Complete	NC_007423.3	10584215	10589123	+	1324.3	995	https://www.orthodb.org/v10?query=8025at33392	transmembrane protein 94 isoform X1
8063at33392	Complete	NC_007423.3	12953504	12970061	+	1293.7	1057	https://www.orthodb.org/v10?query=8063at33392	intraflagellar transport protein 140 homolog
8137at33392	Complete	NC_007423.3	996511	1010967	-	474.7	733	https://www.orthodb.org/v10?query=8137at33392	gamma-tubulin complex component 6
8178at33392	Complete	NC_007416.3	6662448	6671627	+	984.5	1065	https://www.orthodb.org/v10?query=8178at33392	Histone-lysine N-methyltransferase
8408at33392	Complete	NC_007416.3	3939582	3947770	+	1604.8	914	https://www.orthodb.org/v10?query=8408at33392	Calcium-transporting ATPase
8550at33392	Complete	NC_007417.3	5891382	5899102	+	871.2	651	https://www.orthodb.org/v10?query=8550at33392	programmed cell death 6-interacting protein
8561at33392	Complete	NC_007417.3	13144235	13150600	+	1394.0	1286	https://www.orthodb.org/v10?query=8561at33392	integrator complex subunit 1
8607at33392	Complete	NC_007418.3	21000107	21025008	+	1758.1	1070	https://www.orthodb.org/v10?query=8607at33392	DNA topoisomerase 2
8676at33392	Complete	NC_007417.3	14901103	14904118	-	899.8	685	https://www.orthodb.org/v10?query=8676at33392	erythroid differentiation-related factor 1
8689at33392	Complete	NC_007424.3	5702703	5712635	+	1448.5	822	https://www.orthodb.org/v10?query=8689at33392	patched domain-containing protein 3
8740at33392	Complete	NC_007425.3	2155264	2238808	+	1770.9	947	https://www.orthodb.org/v10?query=8740at33392	Calcium-activated potassium channel alpha chain
8777at33392	Complete	NC_007416.3	5073756	5078898	-	1482.1	959	https://www.orthodb.org/v10?query=8777at33392	cullin-associated NEDD8-dissociated protein 1
8839at33392	Complete	NC_007419.2	12078838	12091506	+	805.3	773	https://www.orthodb.org/v10?query=8839at33392	protein xmas-2
9071at33392	Complete	NC_007424.3	4017669	4023059	-	1725.7	905	https://www.orthodb.org/v10?query=9071at33392	exportin-1
9080at33392	Complete	NC_007420.3	10691936	10695274	-	691.3	803	https://www.orthodb.org/v10?query=9080at33392	DNA repair protein complementing XP-G cells homolog
9083at33392	Complete	NC_007418.3	26623817	26660109	+	1377.5	935	https://www.orthodb.org/v10?query=9083at33392	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
9126at33392	Complete	NC_007424.3	3992781	4004118	+	1842.8	1188	https://www.orthodb.org/v10?query=9126at33392	Glycogen debranching enzyme
9189at33392	Complete	NC_007418.3	10842689	10852442	-	1105.1	873	https://www.orthodb.org/v10?query=9189at33392	WASH complex subunit strumpellin
9194at33392	Complete	NC_007420.3	14765764	14771213	+	1420.9	968	https://www.orthodb.org/v10?query=9194at33392	protein mahjong
9206at33392	Complete	NC_007417.3	12571012	12574022	+	730.6	732	https://www.orthodb.org/v10?query=9206at33392	TELO2-interacting protein 1 homolog
9376at33392	Complete	NC_007419.2	4253592	4258059	+	799.5	1003	https://www.orthodb.org/v10?query=9376at33392	EGF-like calcium-binding, conserved site
9404at33392	Complete	NC_007424.3	56002	136591	-	1262.7	894	https://www.orthodb.org/v10?query=9404at33392	Transmembrane protein 132
9432at33392	Complete	NC_007424.3	6172147	6202645	-	470.4	454	https://www.orthodb.org/v10?query=9432at33392	partitioning defective 3 homolog
9436at33392	Complete	NC_007424.3	15812673	15817031	-	1392.2	1004	https://www.orthodb.org/v10?query=9436at33392	EGF-like, conserved site
9531at33392	Complete	NC_007424.3	13951431	13954676	-	644.3	406	https://www.orthodb.org/v10?query=9531at33392	lateral signaling target protein 2 homolog
9603at33392	Complete	NC_007423.3	3445275	3467500	-	1108.9	601	https://www.orthodb.org/v10?query=9603at33392	CUB domain
9679at33392	Complete	NC_007420.3	14724423	14728811	-	1637.5	935	https://www.orthodb.org/v10?query=9679at33392	importin-5
9910at33392	Complete	NC_007418.3	453375	458526	+	1284.2	954	https://www.orthodb.org/v10?query=9910at33392	intraflagellar transport protein 122 homolog
10409at33392	Complete	NC_007424.3	10882723	10889129	+	1303.3	1049	https://www.orthodb.org/v10?query=10409at33392	Zinc finger, RING-type
10442at33392	Complete	NC_007417.3	10011596	10017534	+	1566.7	900	https://www.orthodb.org/v10?query=10442at33392	Neuropathy target esterase sws
10581at33392	Complete	NC_007422.5	3095333	3101395	+	1529.0	924	https://www.orthodb.org/v10?query=10581at33392	sister chromatid cohesion protein PDS5 homolog B isoform X1
10629at33392	Complete	NC_007422.5	6057601	6129473	+	1298.1	815	https://www.orthodb.org/v10?query=10629at33392	NADPH oxidase 5
10632at33392	Complete	NC_007416.3	4993046	4996803	+	1366.2	870	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10667at33392	Complete	NC_007420.3	8529312	8533650	+	1567.8	943	https://www.orthodb.org/v10?query=10667at33392	FACT complex subunit spt16 isoform X1
10721at33392	Complete	NW_015451856.1	2164	6686	+	1557.6	933	https://www.orthodb.org/v10?query=10721at33392	von Willebrand factor A domain-containing protein 8
10790at33392	Complete	NC_007419.2	4270078	4275330	+	1273.2	782	https://www.orthodb.org/v10?query=10790at33392	Coronin
10838at33392	Complete	NC_007419.2	2292300	2300549	+	1628.3	800	https://www.orthodb.org/v10?query=10838at33392	Alpha-actinin, sarcomeric
10878at33392	Complete	NC_007424.3	14324800	14370718	+	1291.7	821	https://www.orthodb.org/v10?query=10878at33392	formin-like protein CG32138 isoform X1
10901at33392	Complete	NC_007416.3	5689489	5694559	+	1538.1	771	https://www.orthodb.org/v10?query=10901at33392	AP-2 complex subunit alpha
10902at33392	Complete	NC_007420.3	5779480	5826315	-	176.3	241	https://www.orthodb.org/v10?query=10902at33392	uncharacterized protein LOC111082924
10919at33392	Complete	NC_007419.2	9234939	9242981	+	1572.7	896	https://www.orthodb.org/v10?query=10919at33392	leucine--tRNA ligase, cytoplasmic
10925at33392	Complete	NC_007417.3	10449119	10475307	+	348.6	425	https://www.orthodb.org/v10?query=10925at33392	SCAR/WAVE family
10976at33392	Complete	NC_007418.3	819067	821483	-	1227.9	593	https://www.orthodb.org/v10?query=10976at33392	DNA excision repair protein haywire
11006at33392	Complete	NC_007417.3	5519201	5544772	+	1107.8	648	https://www.orthodb.org/v10?query=11006at33392	Diacylglycerol kinase
11012at33392	Complete	NC_007419.2	11430957	11445275	+	1373.2	948	https://www.orthodb.org/v10?query=11012at33392	exportin-5
11043at33392	Complete	NC_007423.3	4754466	4762396	+	1083.3	811	https://www.orthodb.org/v10?query=11043at33392	DNA-directed RNA polymerase
11090at33392	Complete	NC_007417.3	8629248	8633653	-	1350.1	763	https://www.orthodb.org/v10?query=11090at33392	Coatomer subunit beta
11167at33392	Complete	NC_007423.3	6131179	6138679	+	890.4	613	https://www.orthodb.org/v10?query=11167at33392	serine/threonine-protein kinase/endoribonuclease IRE1
11178at33392	Complete	NC_007424.3	14513187	14519322	+	860.7	623	https://www.orthodb.org/v10?query=11178at33392	protein O-GlcNAcase isoform X1
11298at33392	Complete	NC_007419.2	43667	48493	+	1360.9	893	https://www.orthodb.org/v10?query=11298at33392	DENN domain-containing protein 5B isoform X1
11299at33392	Complete	NC_007422.5	15203062	15221467	-	712.5	606	https://www.orthodb.org/v10?query=11299at33392	putative epidermal cell surface receptor isoform X1
11304at33392	Complete	NC_007416.3	8104092	8121090	+	1220.5	768	https://www.orthodb.org/v10?query=11304at33392	Ankyrin repeat-containing domain
11331at33392	Complete	NC_007423.3	12901162	12932476	-	1362.9	1044	https://www.orthodb.org/v10?query=11331at33392	Mediator of RNA polymerase II transcription subunit 13
11388at33392	Complete	NC_007417.3	8983172	8986242	-	770.1	610	https://www.orthodb.org/v10?query=11388at33392	TBC domain-containing protein kinase-like protein
11429at33392	Complete	NC_007423.3	6308	40659	-	922.2	694	https://www.orthodb.org/v10?query=11429at33392	lethal(2) giant larvae protein homolog 1 isoform X1
11623at33392	Complete	NC_007418.3	27788176	27810872	-	1010.5	591	https://www.orthodb.org/v10?query=11623at33392	cold shock domain-containing protein E1
11701at33392	Complete	NC_007423.3	11737017	11739729	+	1107.2	699	https://www.orthodb.org/v10?query=11701at33392	E3 ubiquitin-protein ligase MARCH6
11793at33392	Complete	NC_007419.2	8312980	8320441	-	553.0	536	https://www.orthodb.org/v10?query=11793at33392	sterol regulatory element-binding protein 1
11884at33392	Complete	NC_007423.3	4956683	4977144	+	744.1	507	https://www.orthodb.org/v10?query=11884at33392	ubiquitin carboxyl-terminal hydrolase 31
11904at33392	Complete	NC_007424.3	8824781	8970357	-	923.9	817	https://www.orthodb.org/v10?query=11904at33392	Ankyrin repeat-containing domain
12042at33392	Complete	NC_007421.3	770205	774442	-	1372.2	906	https://www.orthodb.org/v10?query=12042at33392	integrator complex subunit 2
12162at33392	Complete	NC_007418.3	7596665	7603520	-	1425.7	1571	https://www.orthodb.org/v10?query=12162at33392	HEAT repeat-containing protein 1
12178at33392	Complete	NC_007417.3	14922754	14926703	-	1723.0	817	https://www.orthodb.org/v10?query=12178at33392	regulator of nonsense transcripts 1 homolog
12240at33392	Complete	NC_007418.3	13576671	13589270	-	830.1	851	https://www.orthodb.org/v10?query=12240at33392	protein virilizer
12264at33392	Complete	NC_007418.3	15583024	15592695	-	1542.5	838	https://www.orthodb.org/v10?query=12264at33392	glycine dehydrogenase (decarboxylating), mitochondrial
12344at33392	Complete	NC_007416.3	3964312	3971660	-	1105.9	722	https://www.orthodb.org/v10?query=12344at33392	C2 domain
12398at33392	Complete	NC_007422.5	3801828	3809319	-	886.9	1032	https://www.orthodb.org/v10?query=12398at33392	tetratricopeptide repeat protein 37
12405at33392	Complete	NC_007416.3	8550138	8565051	+	1284.2	732	https://www.orthodb.org/v10?query=12405at33392	transportin-1
12417at33392	Complete	NC_007425.3	4371801	4379888	-	1479.0	782	https://www.orthodb.org/v10?query=12417at33392	ribonuclease 3
12432at33392	Complete	NC_007419.2	3425545	3438941	-	726.3	750	https://www.orthodb.org/v10?query=12432at33392	ARID DNA-binding domain
12473at33392	Complete	NC_007423.3	11309781	11317653	+	805.6	536	https://www.orthodb.org/v10?query=12473at33392	WD40-repeat-containing domain
12694at33392	Complete	NC_007416.3	222977	227040	+	720.2	553	https://www.orthodb.org/v10?query=12694at33392	Exocyst complex component 2
12726at33392	Complete	NC_007417.3	14244648	14249267	-	1238.1	984	https://www.orthodb.org/v10?query=12726at33392	nuclear pore complex protein Nup155
12761at33392	Complete	NC_007420.3	4537234	4569662	+	1184.2	604	https://www.orthodb.org/v10?query=12761at33392	Anion exchange protein
12843at33392	Complete	NC_007422.5	6654065	6662463	-	573.6	393	https://www.orthodb.org/v10?query=12843at33392	Ankyrin repeat-containing domain
12845at33392	Complete	NC_007424.3	7327077	7350510	+	1399.2	1007	https://www.orthodb.org/v10?query=12845at33392	Phosphoinositide 3-kinase regulatory subunit 4
12875at33392	Complete	NC_007418.3	130335	136677	-	1351.0	860	https://www.orthodb.org/v10?query=12875at33392	importin-7
13104at33392	Complete	NC_007419.2	9928790	9972736	-	1525.2	872	https://www.orthodb.org/v10?query=13104at33392	disheveled-associated activator of morphogenesis 1 isoform X1
13148at33392	Complete	NC_007420.3	5310420	5329890	+	589.5	445	https://www.orthodb.org/v10?query=13148at33392	Katanin p80 WD40 repeat-containing subunit B1
13274at33392	Complete	NC_007423.3	11391263	11395060	-	1051.6	759	https://www.orthodb.org/v10?query=13274at33392	protein brunelleschi
13494at33392	Complete	NC_007419.2	12099725	12115038	+	1333.2	861	https://www.orthodb.org/v10?query=13494at33392	DNA polymerase subunit gamma-1, mitochondrial
