Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
892at33392	Duplicated	ptg000111l	248846	302483	+	4309.9	1956	https://www.orthodb.org/v10?query=892at33392	pre-mRNA-processing-splicing factor 8
892at33392	Duplicated	ptg000464l	4123249	4168140	-	4315.5	1956	https://www.orthodb.org/v10?query=892at33392	pre-mRNA-processing-splicing factor 8
911at33392	Complete	ptg000232l	366587	410922	+	798.8	983	https://www.orthodb.org/v10?query=911at33392	maternal protein tudor isoform X1
1040at33392	Complete	ptg000042l	105519	149842	-	3082.8	2022	https://www.orthodb.org/v10?query=1040at33392	E3 ubiquitin-protein ligase UBR5 isoform X1
1224at33392	Complete	ptg000080l	27090806	27117487	-	1455.8	1584	https://www.orthodb.org/v10?query=1224at33392	chondroitin sulfate proteoglycan 4
1226at33392	Complete	ptg000024l	31998947	32104276	-	2386.3	1745	https://www.orthodb.org/v10?query=1226at33392	leucine-rich repeat serine/threonine-protein kinase 1
1321at33392	Duplicated	ptg000276l	3498314	3526943	+	2311.6	2085	https://www.orthodb.org/v10?query=1321at33392	small subunit processome component 20 homolog
1321at33392	Duplicated	ptg000783l	248704	273075	-	2306.8	2084	https://www.orthodb.org/v10?query=1321at33392	small subunit processome component 20 homolog
1447at33392	Duplicated	ptg000147l	24652423	25024946	-	1612.7	1299	https://www.orthodb.org/v10?query=1447at33392	cadherin-89D
1447at33392	Duplicated	ptg000237l	4441102	4819800	+	1611.6	1416	https://www.orthodb.org/v10?query=1447at33392	cadherin-89D
1503at33392	Complete	ptg000265l	4570495	4642158	+	2038.8	1618	https://www.orthodb.org/v10?query=1503at33392	protein KIAA0100
1556at33392	Complete	ptg000147l	9083637	9277000	-	1382.6	1426	https://www.orthodb.org/v10?query=1556at33392	Tyrosine-protein kinase receptor
1561at33392	Complete	ptg000033l	1166981	1264362	-	2450.6	1499	https://www.orthodb.org/v10?query=1561at33392	CCR4-NOT transcription complex subunit 1 isoform X1
1673at33392	Complete	ptg000122l	40524219	40663030	+	3336.9	1794	https://www.orthodb.org/v10?query=1673at33392	Carbamoyl-phosphate synthase small subunit, N-terminal domain
1815at33392	Complete	ptg000240l	4687248	4796105	+	2928.3	1755	https://www.orthodb.org/v10?query=1815at33392	protein sidekick isoform X1
1864at33392	Complete	ptg000160l	4231036	4263213	+	2413.3	1553	https://www.orthodb.org/v10?query=1864at33392	DNA polymerase epsilon catalytic subunit
1903at33392	Complete	ptg000441l	1123554	1325382	+	1509.2	1449	https://www.orthodb.org/v10?query=1903at33392	serine/threonine-protein kinase SMG1
1937at33392	Complete	ptg000061l	14204327	14234661	+	1585.8	1266	https://www.orthodb.org/v10?query=1937at33392	tetratricopeptide repeat protein 28
1964at33392	Complete	ptg000147l	8665473	8733485	+	1318.9	947	https://www.orthodb.org/v10?query=1964at33392	DNA polymerase
1980at33392	Duplicated	ptg000150l	2707107	2753521	+	3318.7	2123	https://www.orthodb.org/v10?query=1980at33392	Translational activator GCN1
1980at33392	Duplicated	ptg000573l	407050	465621	+	3332.4	2093	https://www.orthodb.org/v10?query=1980at33392	Translational activator GCN1
2010at33392	Complete	ptg000104l	6050571	6234172	-	904.9	1051	https://www.orthodb.org/v10?query=2010at33392	nuclear pore membrane glycoprotein 210
2351at33392	Duplicated	ptg000153l	986697	1020444	-	1846.8	1206	https://www.orthodb.org/v10?query=2351at33392	Pecanex-like protein 1
2351at33392	Duplicated	ptg000229l	600235	629857	+	1711.3	1155	https://www.orthodb.org/v10?query=2351at33392	Pecanex-like protein 1
2366at33392	Complete	ptg000061l	15285335	15308034	+	2970.1	1411	https://www.orthodb.org/v10?query=2366at33392	Clathrin heavy chain
2376at33392	Complete	ptg000080l	33070885	33084564	+	1441.4	1075	https://www.orthodb.org/v10?query=2376at33392	Nipped-B protein
2382at33392	Complete	ptg000023l	1984846	2011672	+	1268.0	1047	https://www.orthodb.org/v10?query=2382at33392	tuberin
2416at33392	Complete	ptg000080l	22071004	22081274	-	2212.1	1362	https://www.orthodb.org/v10?query=2416at33392	protein MON2 homolog isoform X1
2473at33392	Complete	ptg000149l	4339882	4423902	+	2999.1	1910	https://www.orthodb.org/v10?query=2473at33392	dnaJ homolog subfamily C member 13
2565at33392	Complete	ptg000240l	4822768	4877556	+	2370.6	2001	https://www.orthodb.org/v10?query=2565at33392	nucleosome-remodeling factor subunit NURF301 isoform X1
2645at33392	Complete	ptg000122l	15946146	15998562	-	1607.1	1371	https://www.orthodb.org/v10?query=2645at33392	proteasome-associated protein ECM29 homolog
2647at33392	Complete	ptg000057l	9592499	9675097	+	1388.0	1272	https://www.orthodb.org/v10?query=2647at33392	Autophagy-related, C-terminal
2650at33392	Duplicated	ptg000010l	7418887	7451158	+	2693.1	1405	https://www.orthodb.org/v10?query=2650at33392	brefeldin A-inhibited guanine nucleotide-exchange protein 1
2650at33392	Duplicated	ptg000853l	300144	337296	-	2677.3	1405	https://www.orthodb.org/v10?query=2650at33392	brefeldin A-inhibited guanine nucleotide-exchange protein 1
2690at33392	Complete	ptg000406l	5025919	5086498	-	1100.4	1415	https://www.orthodb.org/v10?query=2690at33392	nucleoprotein TPR
2789at33392	Duplicated	ptg000233l	83007	87941	-	2122.7	1362	https://www.orthodb.org/v10?query=2789at33392	Rho GTPase-activating protein domain
2789at33392	Duplicated	ptg000420l	83094	88028	-	2123.2	1362	https://www.orthodb.org/v10?query=2789at33392	Rho GTPase-activating protein domain
3036at33392	Duplicated	ptg000240l	10093720	10152697	+	2656.9	1391	https://www.orthodb.org/v10?query=3036at33392	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
3036at33392	Duplicated	ptg000369l	804187	840660	+	2714.9	1406	https://www.orthodb.org/v10?query=3036at33392	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
3209at33392	Complete	ptg000151l	1933118	1976132	-	1518.3	1119	https://www.orthodb.org/v10?query=3209at33392	DENN domain-containing protein 4C isoform X1
3472at33392	Complete	ptg000066l	16632061	16710470	+	1258.6	1039	https://www.orthodb.org/v10?query=3472at33392	Zinc finger, PHD-type
3519at33392	Duplicated	ptg000082l	225141	370652	+	2275.2	1345	https://www.orthodb.org/v10?query=3519at33392	Ankyrin repeat-containing domain
3519at33392	Duplicated	ptg000540l	211221	339283	+	2322.9	1376	https://www.orthodb.org/v10?query=3519at33392	Ankyrin repeat-containing domain
3563at33392	Complete	ptg000107l	590357	684233	-	1686.4	977	https://www.orthodb.org/v10?query=3563at33392	zinc finger SWIM domain-containing protein 8
3572at33392	Complete	ptg000096l	2151458	2205597	+	1559.6	1104	https://www.orthodb.org/v10?query=3572at33392	protein polybromo-1 isoform X1
3627at33392	Complete	ptg000080l	17584871	17598258	-	2551.4	1688	https://www.orthodb.org/v10?query=3627at33392	HEAT repeat-containing protein 5B isoform X1
3733at33392	Complete	ptg000004l	912969	1034642	-	2595.2	1580	https://www.orthodb.org/v10?query=3733at33392	myotubularin-related protein 13
3737at33392	Duplicated	ptg000281l	7489432	7569264	-	2617.7	1562	https://www.orthodb.org/v10?query=3737at33392	Thioredoxin domain
3737at33392	Duplicated	ptg000726l	687432	769001	-	2532.9	1562	https://www.orthodb.org/v10?query=3737at33392	Thioredoxin domain
4074at33392	Complete	ptg000149l	26064910	26106752	-	1084.2	768	https://www.orthodb.org/v10?query=4074at33392	guanine nucleotide exchange factor subunit Rich
4197at33392	Complete	ptg000151l	471237	557103	-	1427.1	1167	https://www.orthodb.org/v10?query=4197at33392	protocadherin-15
4223at33392	Complete	ptg000124l	5752294	5823113	+	996.7	986	https://www.orthodb.org/v10?query=4223at33392	Thyroglobulin type-1
4339at33392	Duplicated	ptg000398l	1092748	1199715	-	1589.4	1294	https://www.orthodb.org/v10?query=4339at33392	WD40-repeat-containing domain
4339at33392	Duplicated	ptg000685l	258211	358087	+	1641.5	1291	https://www.orthodb.org/v10?query=4339at33392	WD40-repeat-containing domain
4484at33392	Complete	ptg000044l	4773688	4802382	+	1496.5	1112	https://www.orthodb.org/v10?query=4484at33392	probable Rho GTPase-activating protein CG5521 isoform X1
4595at33392	Complete	ptg000080l	33364666	33374532	+	2300.0	1139	https://www.orthodb.org/v10?query=4595at33392	Cytoplasmic FMR1-interacting protein
4701at33392	Complete	ptg000057l	7481398	7762143	-	1415.1	1438	https://www.orthodb.org/v10?query=4701at33392	trichohyalin isoform X1
4774at33392	Complete	ptg000122l	27127474	27160981	-	1728.4	1051	https://www.orthodb.org/v10?query=4774at33392	Superoxide dismutase, copper/zinc binding domain
4915at33392	Complete	ptg000002l	12240190	12490967	+	1510.4	1060	https://www.orthodb.org/v10?query=4915at33392	MAP kinase-activating death domain protein
5068at33392	Duplicated	ptg000197l	1737588	1754311	+	2006.7	1037	https://www.orthodb.org/v10?query=5068at33392	splicing factor 3B subunit 3
5068at33392	Duplicated	ptg000792l	22442	39552	-	2025.0	1040	https://www.orthodb.org/v10?query=5068at33392	splicing factor 3B subunit 3
5169at33392	Complete	ptg000099l	5897555	5927969	+	1564.2	1108	https://www.orthodb.org/v10?query=5169at33392	UDP-glucose:glycoprotein glucosyltransferase
5263at33392	Duplicated	ptg000194l	2602761	2658480	-	1580.1	938	https://www.orthodb.org/v10?query=5263at33392	protein mesh isoform X1
5263at33392	Duplicated	ptg000419l	1847110	1909121	+	1431.7	882	https://www.orthodb.org/v10?query=5263at33392	protein mesh isoform X1
5266at33392	Duplicated	ptg000074l	5772955	5804709	-	1303.9	772	https://www.orthodb.org/v10?query=5266at33392	Zona pellucida domain
5266at33392	Duplicated	ptg000452l	499558	527838	-	1407.8	772	https://www.orthodb.org/v10?query=5266at33392	Zona pellucida domain
5384at33392	Complete	ptg000062l	60922328	60983260	-	1156.1	865	https://www.orthodb.org/v10?query=5384at33392	sterol regulatory element-binding protein cleavage-activating protein
5437at33392	Complete	ptg000296l	2192667	2235094	+	1438.9	929	https://www.orthodb.org/v10?query=5437at33392	Paired amphipathic helix
5668at33392	Complete	ptg000277l	693649	817399	+	1723.7	1356	https://www.orthodb.org/v10?query=5668at33392	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
5695at33392	Complete	ptg000158l	6167568	6196595	-	1769.3	1140	https://www.orthodb.org/v10?query=5695at33392	cleavage and polyadenylation specificity factor subunit 1
5830at33392	Complete	ptg000240l	1367975	1399800	-	1615.0	1046	https://www.orthodb.org/v10?query=5830at33392	vigilin
5918at33392	Complete	ptg000011l	5109334	5266195	+	1831.0	927	https://www.orthodb.org/v10?query=5918at33392	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
6081at33392	Duplicated	ptg000049l	9060593	9103118	-	2043.5	1175	https://www.orthodb.org/v10?query=6081at33392	splicing factor 3B subunit 1
6081at33392	Duplicated	ptg000706l	249934	296737	+	2043.5	1175	https://www.orthodb.org/v10?query=6081at33392	splicing factor 3B subunit 1
6111at33392	Complete	ptg000051l	819394	830760	-	1513.5	927	https://www.orthodb.org/v10?query=6111at33392	DNA-directed RNA polymerase I subunit RPA2
6183at33392	Complete	ptg000186l	7755862	7945797	+	1412.5	821	https://www.orthodb.org/v10?query=6183at33392	transient receptor potential cation channel trpm isoform X1
6420at33392	Complete	ptg000099l	5243923	5267737	+	538.1	764	https://www.orthodb.org/v10?query=6420at33392	Fanconi anemia group I protein
6526at33392	Duplicated	ptg000027l	257992	314893	-	1242.5	804	https://www.orthodb.org/v10?query=6526at33392	protein TANC2 isoform X1
6526at33392	Duplicated	ptg000237l	349440	411235	-	1242.5	804	https://www.orthodb.org/v10?query=6526at33392	protein TANC2 isoform X1
6540at33392	Complete	ptg000107l	3747695	3754061	+	1858.8	990	https://www.orthodb.org/v10?query=6540at33392	membrane-associated protein Hem
6551at33392	Complete	ptg000499l	1457620	1565331	+	791.9	548	https://www.orthodb.org/v10?query=6551at33392	Histone-lysine N-methyltransferase, H3 lysine-79 specific
6679at33392	Complete	ptg000044l	4530834	4569181	+	1584.5	1100	https://www.orthodb.org/v10?query=6679at33392	protein mini spindles isoform X1
6697at33392	Complete	ptg000061l	3220826	3233751	-	864.2	801	https://www.orthodb.org/v10?query=6697at33392	Histone-lysine N-methyltransferase
6700at33392	Duplicated	ptg000215l	3138933	3181654	-	1430.6	1112	https://www.orthodb.org/v10?query=6700at33392	Leucine-rich repeat
6700at33392	Duplicated	ptg000256l	3805124	3849456	-	1555.7	1136	https://www.orthodb.org/v10?query=6700at33392	Leucine-rich repeat
6911at33392	Complete	ptg000086l	2983498	3026501	+	931.5	916	https://www.orthodb.org/v10?query=6911at33392	girdin isoform X1
6988at33392	Complete	ptg000911l	926278	965027	+	1065.7	734	https://www.orthodb.org/v10?query=6988at33392	Rab-GTPase-TBC domain
6994at33392	Complete	ptg000122l	7725380	7797313	+	1050.8	990	https://www.orthodb.org/v10?query=6994at33392	rapamycin-insensitive companion of mTOR
7081at33392	Duplicated	ptg000474l	585679	595303	+	1084.1	658	https://www.orthodb.org/v10?query=7081at33392	membrane-bound transcription factor site-1 protease
7081at33392	Duplicated	ptg000508l	409617	416663	-	1083.3	657	https://www.orthodb.org/v10?query=7081at33392	membrane-bound transcription factor site-1 protease
7103at33392	Complete	ptg000276l	2687166	2713174	+	1928.9	1038	https://www.orthodb.org/v10?query=7103at33392	Clustered mitochondria protein homolog
7116at33392	Complete	ptg000505l	531639	540689	-	1018.3	647	https://www.orthodb.org/v10?query=7116at33392	regulator of nonsense transcripts 2
7153at33392	Complete	ptg000147l	10564730	10630086	-	857.4	762	https://www.orthodb.org/v10?query=7153at33392	EGF-like, conserved site
7239at33392	Complete	ptg000080l	7869329	7885791	-	811.6	793	https://www.orthodb.org/v10?query=7239at33392	WASH complex subunit 7
7359at33392	Complete	ptg000044l	4285184	4341580	-	832.0	729	https://www.orthodb.org/v10?query=7359at33392	rho guanine nucleotide exchange factor 18
7407at33392	Complete	ptg000061l	3420634	3460297	-	908.5	513	https://www.orthodb.org/v10?query=7407at33392	SH3 domain
7448at33392	Complete	ptg000062l	25947392	25976603	-	1261.4	1058	https://www.orthodb.org/v10?query=7448at33392	neuralized-like protein 4
7475at33392	Duplicated	ptg000093l	4150128	4320402	+	1250.7	812	https://www.orthodb.org/v10?query=7475at33392	Ankyrin repeat-containing domain
7475at33392	Duplicated	ptg000709l	3897	138335	+	1235.2	808	https://www.orthodb.org/v10?query=7475at33392	Ankyrin repeat-containing domain
7509at33392	Complete	ptg000149l	25701648	25718246	+	795.7	816	https://www.orthodb.org/v10?query=7509at33392	Zinc finger C2H2 superfamily
7690at33392	Duplicated	ptg000053l	538792	703607	+	1491.1	1141	https://www.orthodb.org/v10?query=7690at33392	peroxidasin
7690at33392	Duplicated	ptg000509l	86194	157264	+	1453.8	1119	https://www.orthodb.org/v10?query=7690at33392	peroxidasin
7692at33392	Complete	ptg000061l	1788894	1870995	+	1334.0	975	https://www.orthodb.org/v10?query=7692at33392	rabankyrin-5
7736at33392	Duplicated	ptg000018l	388216	485749	+	1737.7	1547	https://www.orthodb.org/v10?query=7736at33392	rootletin
7736at33392	Duplicated	ptg000618l	291331	382617	-	1756.4	1558	https://www.orthodb.org/v10?query=7736at33392	rootletin
7759at33392	Complete	ptg000135l	872282	948432	+	622.5	640	https://www.orthodb.org/v10?query=7759at33392	tyrosine-protein kinase hopscotch
7813at33392	Complete	ptg000045l	3368943	3389464	-	1603.9	912	https://www.orthodb.org/v10?query=7813at33392	transcription initiation factor TFIID subunit 2
7857at33392	Complete	ptg000341l	334085	407574	-	1327.4	972	https://www.orthodb.org/v10?query=7857at33392	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
7877at33392	Duplicated	ptg000233l	52197	72933	+	1498.4	855	https://www.orthodb.org/v10?query=7877at33392	DNA-directed RNA polymerase III subunit RPC2
7877at33392	Duplicated	ptg000420l	51963	73011	+	1498.4	855	https://www.orthodb.org/v10?query=7877at33392	DNA-directed RNA polymerase III subunit RPC2
7888at33392	Complete	ptg000062l	39919509	39998713	+	1186.0	638	https://www.orthodb.org/v10?query=7888at33392	serine/threonine-protein kinase mig-15 isoform X1
7902at33392	Duplicated	ptg000219l	3223218	3264865	+	1411.7	1091	https://www.orthodb.org/v10?query=7902at33392	WD repeat-containing protein 19
7902at33392	Duplicated	ptg000548l	316292	378574	-	1413.3	1091	https://www.orthodb.org/v10?query=7902at33392	WD repeat-containing protein 19
7915at33392	Complete	ptg000142l	1285307	1381176	-	1398.8	805	https://www.orthodb.org/v10?query=7915at33392	Ras guanine-nucleotide exchange factor catalytic domain superfamily
7919at33392	Complete	ptg000062l	12068475	12079968	-	1240.9	961	https://www.orthodb.org/v10?query=7919at33392	Golgi apparatus protein 1
7925at33392	Duplicated	ptg000103l	4097492	4133920	+	1153.6	597	https://www.orthodb.org/v10?query=7925at33392	Toll/interleukin-1 receptor homology (TIR) domain
7925at33392	Duplicated	ptg000482l	549980	590084	-	1153.6	597	https://www.orthodb.org/v10?query=7925at33392	Toll/interleukin-1 receptor homology (TIR) domain
7933at33392	Complete	ptg000165l	839141	856342	-	1380.4	955	https://www.orthodb.org/v10?query=7933at33392	tectonin beta-propeller repeat-containing protein
8025at33392	Complete	ptg000900l	289399	369432	-	1277.9	945	https://www.orthodb.org/v10?query=8025at33392	transmembrane protein 94 isoform X1
8063at33392	Complete	ptg000168l	10556302	10629393	+	1247.5	1061	https://www.orthodb.org/v10?query=8063at33392	intraflagellar transport protein 140 homolog
8137at33392	Complete	ptg000265l	14204412	14231453	-	642.5	839	https://www.orthodb.org/v10?query=8137at33392	gamma-tubulin complex component 6
8178at33392	Complete	ptg000080l	25048666	25059433	+	836.9	949	https://www.orthodb.org/v10?query=8178at33392	Histone-lysine N-methyltransferase
8408at33392	Complete	ptg000080l	25741441	25770028	+	1717.7	913	https://www.orthodb.org/v10?query=8408at33392	Calcium-transporting ATPase
8550at33392	Duplicated	ptg000035l	21843182	21872342	+	917.4	655	https://www.orthodb.org/v10?query=8550at33392	programmed cell death 6-interacting protein
8550at33392	Duplicated	ptg000101l	6150794	6183016	-	916.7	655	https://www.orthodb.org/v10?query=8550at33392	programmed cell death 6-interacting protein
8561at33392	Duplicated	ptg000150l	2523446	2563837	-	1322.9	1280	https://www.orthodb.org/v10?query=8561at33392	integrator complex subunit 1
8561at33392	Duplicated	ptg000573l	236077	275582	-	1321.7	1293	https://www.orthodb.org/v10?query=8561at33392	integrator complex subunit 1
8607at33392	Duplicated	ptg000092l	1904476	1930920	+	1782.1	1002	https://www.orthodb.org/v10?query=8607at33392	DNA topoisomerase 2
8607at33392	Duplicated	ptg000303l	556847	582747	-	1742.8	1001	https://www.orthodb.org/v10?query=8607at33392	DNA topoisomerase 2
8676at33392	Complete	ptg000367l	1401356	1484105	-	929.3	777	https://www.orthodb.org/v10?query=8676at33392	erythroid differentiation-related factor 1
8689at33392	Complete	ptg000369l	3874144	3936939	+	1400.5	826	https://www.orthodb.org/v10?query=8689at33392	patched domain-containing protein 3
8740at33392	Duplicated	ptg000063l	424685	749011	+	1678.4	940	https://www.orthodb.org/v10?query=8740at33392	Calcium-activated potassium channel alpha chain
8740at33392	Duplicated	ptg000147l	22959272	23300566	-	1712.1	928	https://www.orthodb.org/v10?query=8740at33392	Calcium-activated potassium channel alpha chain
8777at33392	Complete	ptg000080l	30971441	30982526	-	1571.8	1020	https://www.orthodb.org/v10?query=8777at33392	cullin-associated NEDD8-dissociated protein 1
8839at33392	Duplicated	ptg000743l	358590	403883	-	737.7	815	https://www.orthodb.org/v10?query=8839at33392	protein xmas-2
8839at33392	Duplicated	ptg000900l	370201	426192	+	740.1	812	https://www.orthodb.org/v10?query=8839at33392	protein xmas-2
9071at33392	Duplicated	ptg000049l	7386406	7426864	+	1722.6	904	https://www.orthodb.org/v10?query=9071at33392	exportin-1
9071at33392	Duplicated	ptg000152l	1095158	1143201	+	1722.6	904	https://www.orthodb.org/v10?query=9071at33392	exportin-1
9080at33392	Complete	ptg000062l	16196797	16206292	-	750.6	801	https://www.orthodb.org/v10?query=9080at33392	DNA repair protein complementing XP-G cells homolog
9083at33392	Complete	ptg000434l	824951	866042	-	1359.2	930	https://www.orthodb.org/v10?query=9083at33392	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
9126at33392	Complete	ptg000240l	7341152	7364337	+	1952.5	1233	https://www.orthodb.org/v10?query=9126at33392	Glycogen debranching enzyme
9189at33392	Complete	ptg000318l	978652	1000366	-	1149.0	864	https://www.orthodb.org/v10?query=9189at33392	WASH complex subunit strumpellin
9194at33392	Complete	ptg000062l	55931093	55984822	+	1496.8	979	https://www.orthodb.org/v10?query=9194at33392	protein mahjong
9206at33392	Duplicated	ptg000018l	219400	245780	-	634.4	708	https://www.orthodb.org/v10?query=9206at33392	TELO2-interacting protein 1 homolog
9206at33392	Duplicated	ptg000618l	503931	535121	+	720.5	768	https://www.orthodb.org/v10?query=9206at33392	TELO2-interacting protein 1 homolog
9376at33392	Complete	ptg000153l	3949955	3994267	+	764.3	876	https://www.orthodb.org/v10?query=9376at33392	EGF-like calcium-binding, conserved site
9404at33392	Complete	ptg000045l	5693772	6028622	+	1154.3	900	https://www.orthodb.org/v10?query=9404at33392	Transmembrane protein 132
9432at33392	Complete	ptg000122l	39543813	39622967	-	489.8	435	https://www.orthodb.org/v10?query=9432at33392	partitioning defective 3 homolog
9436at33392	Complete	ptg000122l	12006193	12067195	+	1355.3	1067	https://www.orthodb.org/v10?query=9436at33392	EGF-like, conserved site
9531at33392	Duplicated	ptg000090l	507192	530000	-	652.7	433	https://www.orthodb.org/v10?query=9531at33392	lateral signaling target protein 2 homolog
9531at33392	Duplicated	ptg000817l	217876	238886	+	653.4	433	https://www.orthodb.org/v10?query=9531at33392	lateral signaling target protein 2 homolog
9603at33392	Complete	ptg000448l	127907	140945	+	1203.3	661	https://www.orthodb.org/v10?query=9603at33392	CUB domain
9679at33392	Complete	ptg000062l	12447007	12469245	-	1584.9	937	https://www.orthodb.org/v10?query=9679at33392	importin-5
9910at33392	Duplicated	ptg000206l	144675	164266	-	1313.3	968	https://www.orthodb.org/v10?query=9910at33392	intraflagellar transport protein 122 homolog
9910at33392	Duplicated	ptg000483l	907369	927758	+	1305.6	968	https://www.orthodb.org/v10?query=9910at33392	intraflagellar transport protein 122 homolog
10409at33392	Complete	ptg000103l	6602640	6627458	-	1142.2	943	https://www.orthodb.org/v10?query=10409at33392	Zinc finger, RING-type
10442at33392	Complete	ptg000055l	3196900	3254869	+	1524.1	886	https://www.orthodb.org/v10?query=10442at33392	Neuropathy target esterase sws
10581at33392	Complete	ptg000160l	3928553	3949169	-	1399.1	881	https://www.orthodb.org/v10?query=10581at33392	sister chromatid cohesion protein PDS5 homolog B isoform X1
10629at33392	Duplicated	ptg000299l	1047931	1093409	-	1287.0	758	https://www.orthodb.org/v10?query=10629at33392	NADPH oxidase 5
10629at33392	Duplicated	ptg000356l	679076	736431	+	1255.2	759	https://www.orthodb.org/v10?query=10629at33392	NADPH oxidase 5
10632at33392	Duplicated	ptg000074l	4543865	4548357	+	1245.0	863	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10632at33392	Duplicated	ptg000080l	31530496	31534667	+	1363.0	844	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10667at33392	Complete	ptg000062l	24511350	24520439	-	1563.9	863	https://www.orthodb.org/v10?query=10667at33392	FACT complex subunit spt16 isoform X1
10721at33392	Duplicated	ptg000215l	1573294	1623170	+	1802.2	1110	https://www.orthodb.org/v10?query=10721at33392	von Willebrand factor A domain-containing protein 8
10721at33392	Duplicated	ptg000256l	2148406	2190048	+	1805.8	1112	https://www.orthodb.org/v10?query=10721at33392	von Willebrand factor A domain-containing protein 8
10790at33392	Duplicated	ptg000016l	3352281	3366932	-	1376.2	810	https://www.orthodb.org/v10?query=10790at33392	Coronin
10790at33392	Duplicated	ptg000355l	235042	253532	-	1373.9	812	https://www.orthodb.org/v10?query=10790at33392	Coronin
10838at33392	Complete	ptg000004l	10146975	10243749	-	1630.7	801	https://www.orthodb.org/v10?query=10838at33392	Alpha-actinin, sarcomeric
10878at33392	Complete	ptg000122l	21909959	22020817	-	1349.3	843	https://www.orthodb.org/v10?query=10878at33392	formin-like protein CG32138 isoform X1
10901at33392	Complete	ptg000080l	27426249	27430473	-	1531.3	766	https://www.orthodb.org/v10?query=10901at33392	AP-2 complex subunit alpha
10902at33392	Missing
10919at33392	Complete	ptg000047l	3262884	3275620	+	1613.5	923	https://www.orthodb.org/v10?query=10919at33392	leucine--tRNA ligase, cytoplasmic
10925at33392	Complete	ptg000083l	5169660	5202915	-	314.9	525	https://www.orthodb.org/v10?query=10925at33392	SCAR/WAVE family
10976at33392	Duplicated	ptg000456l	408603	422257	+	1221.8	593	https://www.orthodb.org/v10?query=10976at33392	DNA excision repair protein haywire
10976at33392	Duplicated	ptg000632l	341438	351382	+	1073.2	546	https://www.orthodb.org/v10?query=10976at33392	DNA excision repair protein haywire
11006at33392	Complete	ptg000035l	8335209	8533040	+	1154.3	717	https://www.orthodb.org/v10?query=11006at33392	Diacylglycerol kinase
