Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1556at33392	Complete	ptg000147l_1	9083637	9277000	-	1382.6	1426	https://www.orthodb.org/v10?query=1556at33392	Tyrosine-protein kinase receptor
1561at33392	Complete	ptg000033l_1	1166981	1264362	-	2450.6	1499	https://www.orthodb.org/v10?query=1561at33392	CCR4-NOT transcription complex subunit 1 isoform X1
1673at33392	Complete	ptg000122l_1	40524219	40663030	+	3336.9	1794	https://www.orthodb.org/v10?query=1673at33392	Carbamoyl-phosphate synthase small subunit, N-terminal domain
1815at33392	Complete	ptg000240l_1	4687248	4796105	+	2928.3	1755	https://www.orthodb.org/v10?query=1815at33392	protein sidekick isoform X1
1864at33392	Complete	ptg000160l_1	4231036	4263213	+	2413.3	1553	https://www.orthodb.org/v10?query=1864at33392	DNA polymerase epsilon catalytic subunit
1903at33392	Complete	ptg000441l_1	1123554	1325382	+	1509.2	1449	https://www.orthodb.org/v10?query=1903at33392	serine/threonine-protein kinase SMG1
1937at33392	Complete	ptg000061l_1	14204327	14234661	+	1585.8	1266	https://www.orthodb.org/v10?query=1937at33392	tetratricopeptide repeat protein 28
1964at33392	Complete	ptg000147l_1	8665473	8733485	+	1318.9	947	https://www.orthodb.org/v10?query=1964at33392	DNA polymerase
1980at33392	Complete	ptg000150l_1	2707107	2753521	+	3318.7	2123	https://www.orthodb.org/v10?query=1980at33392	Translational activator GCN1
2010at33392	Complete	ptg000104l_1	6050571	6234172	-	904.9	1051	https://www.orthodb.org/v10?query=2010at33392	nuclear pore membrane glycoprotein 210
2351at33392	Complete	ptg000153l_1	986697	1020444	-	1846.8	1206	https://www.orthodb.org/v10?query=2351at33392	Pecanex-like protein 1
2366at33392	Complete	ptg000061l_1	15285335	15308034	+	2970.1	1411	https://www.orthodb.org/v10?query=2366at33392	Clathrin heavy chain
2376at33392	Complete	ptg000080l_1	33070885	33084564	+	1441.4	1075	https://www.orthodb.org/v10?query=2376at33392	Nipped-B protein
2382at33392	Complete	ptg000023l_1	1984846	2011672	+	1268.0	1047	https://www.orthodb.org/v10?query=2382at33392	tuberin
2416at33392	Complete	ptg000080l_1	22071004	22081274	-	2212.1	1362	https://www.orthodb.org/v10?query=2416at33392	protein MON2 homolog isoform X1
2473at33392	Complete	ptg000149l_1	4339882	4423902	+	2999.1	1910	https://www.orthodb.org/v10?query=2473at33392	dnaJ homolog subfamily C member 13
2565at33392	Complete	ptg000240l_1	4822768	4877556	+	2370.6	2001	https://www.orthodb.org/v10?query=2565at33392	nucleosome-remodeling factor subunit NURF301 isoform X1
2645at33392	Complete	ptg000122l_1	15946146	15998562	-	1607.1	1371	https://www.orthodb.org/v10?query=2645at33392	proteasome-associated protein ECM29 homolog
2647at33392	Complete	ptg000057l_1	9592499	9675097	+	1388.0	1272	https://www.orthodb.org/v10?query=2647at33392	Autophagy-related, C-terminal
2650at33392	Complete	ptg000010l_1	7418887	7451158	+	2693.1	1405	https://www.orthodb.org/v10?query=2650at33392	brefeldin A-inhibited guanine nucleotide-exchange protein 1
2690at33392	Complete	ptg000406l_1	5025919	5086498	-	1100.4	1415	https://www.orthodb.org/v10?query=2690at33392	nucleoprotein TPR
2789at33392	Complete	ptg000420l_1	83094	88028	-	2123.2	1362	https://www.orthodb.org/v10?query=2789at33392	Rho GTPase-activating protein domain
3036at33392	Complete	ptg000240l_1	10093720	10152697	+	2656.9	1391	https://www.orthodb.org/v10?query=3036at33392	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
3209at33392	Complete	ptg000151l_1	1933118	1976132	-	1518.3	1119	https://www.orthodb.org/v10?query=3209at33392	DENN domain-containing protein 4C isoform X1
3472at33392	Complete	ptg000066l_1	16632061	16710470	+	1258.6	1039	https://www.orthodb.org/v10?query=3472at33392	Zinc finger, PHD-type
3519at33392	Complete	ptg000082l_1	225141	370652	+	2275.2	1345	https://www.orthodb.org/v10?query=3519at33392	Ankyrin repeat-containing domain
3563at33392	Complete	ptg000107l_1	590357	684233	-	1686.4	977	https://www.orthodb.org/v10?query=3563at33392	zinc finger SWIM domain-containing protein 8
3572at33392	Complete	ptg000096l_1	2151458	2205597	+	1559.6	1104	https://www.orthodb.org/v10?query=3572at33392	protein polybromo-1 isoform X1
3627at33392	Complete	ptg000080l_1	17584871	17598258	-	2551.4	1688	https://www.orthodb.org/v10?query=3627at33392	HEAT repeat-containing protein 5B isoform X1
3733at33392	Complete	ptg000004l_1	912969	1034642	-	2595.2	1580	https://www.orthodb.org/v10?query=3733at33392	myotubularin-related protein 13
3737at33392	Complete	ptg000281l_1	7174194	7254026	-	2617.7	1562	https://www.orthodb.org/v10?query=3737at33392	Thioredoxin domain
4074at33392	Complete	ptg000149l_1	26064910	26106752	-	1084.2	768	https://www.orthodb.org/v10?query=4074at33392	guanine nucleotide exchange factor subunit Rich
4197at33392	Complete	ptg000151l_1	471237	557103	-	1427.1	1167	https://www.orthodb.org/v10?query=4197at33392	protocadherin-15
4223at33392	Complete	ptg000124l_1	5752294	5823113	+	996.7	986	https://www.orthodb.org/v10?query=4223at33392	Thyroglobulin type-1
4339at33392	Complete	ptg000398l_1	913293	1020260	-	1589.4	1294	https://www.orthodb.org/v10?query=4339at33392	WD40-repeat-containing domain
4484at33392	Complete	ptg000044l_1	4773688	4802382	+	1496.5	1112	https://www.orthodb.org/v10?query=4484at33392	probable Rho GTPase-activating protein CG5521 isoform X1
4595at33392	Complete	ptg000080l_1	33364666	33374532	+	2300.0	1139	https://www.orthodb.org/v10?query=4595at33392	Cytoplasmic FMR1-interacting protein
4701at33392	Complete	ptg000057l_1	7481398	7762143	-	1415.1	1438	https://www.orthodb.org/v10?query=4701at33392	trichohyalin isoform X1
4774at33392	Complete	ptg000122l_1	27127474	27160981	-	1728.4	1051	https://www.orthodb.org/v10?query=4774at33392	Superoxide dismutase, copper/zinc binding domain
4915at33392	Complete	ptg000002l_1	12240190	12490967	+	1510.4	1060	https://www.orthodb.org/v10?query=4915at33392	MAP kinase-activating death domain protein
5068at33392	Complete	ptg000197l_1	894533	911256	+	2006.7	1037	https://www.orthodb.org/v10?query=5068at33392	splicing factor 3B subunit 3
5169at33392	Complete	ptg000099l_1	5897555	5927969	+	1564.2	1108	https://www.orthodb.org/v10?query=5169at33392	UDP-glucose:glycoprotein glucosyltransferase
5263at33392	Complete	ptg000194l_1	2602761	2658480	-	1580.1	938	https://www.orthodb.org/v10?query=5263at33392	protein mesh isoform X1
5266at33392	Complete	ptg000074l_1	5772955	5804709	-	1303.9	772	https://www.orthodb.org/v10?query=5266at33392	Zona pellucida domain
5384at33392	Complete	ptg000062l_1	60922328	60983260	-	1156.1	865	https://www.orthodb.org/v10?query=5384at33392	sterol regulatory element-binding protein cleavage-activating protein
5437at33392	Complete	ptg000296l_1	2192667	2235094	+	1438.9	929	https://www.orthodb.org/v10?query=5437at33392	Paired amphipathic helix
5668at33392	Complete	ptg000277l_1	693649	817399	+	1723.7	1356	https://www.orthodb.org/v10?query=5668at33392	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
5695at33392	Complete	ptg000158l_1	6167568	6196595	-	1769.3	1140	https://www.orthodb.org/v10?query=5695at33392	cleavage and polyadenylation specificity factor subunit 1
5830at33392	Complete	ptg000240l_1	1367975	1399800	-	1615.0	1046	https://www.orthodb.org/v10?query=5830at33392	vigilin
5918at33392	Complete	ptg000011l_1	5109334	5266195	+	1831.0	927	https://www.orthodb.org/v10?query=5918at33392	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
6081at33392	Complete	ptg000049l_1	9060593	9103118	-	2043.5	1175	https://www.orthodb.org/v10?query=6081at33392	splicing factor 3B subunit 1
6111at33392	Complete	ptg000051l_1	452410	463776	-	1513.5	927	https://www.orthodb.org/v10?query=6111at33392	DNA-directed RNA polymerase I subunit RPA2
6183at33392	Complete	ptg000186l_1	7755862	7945797	+	1412.5	821	https://www.orthodb.org/v10?query=6183at33392	transient receptor potential cation channel trpm isoform X1
6420at33392	Complete	ptg000099l_1	5243923	5267737	+	538.1	764	https://www.orthodb.org/v10?query=6420at33392	Fanconi anemia group I protein
6526at33392	Complete	ptg000237l_1	349440	411235	-	1242.5	804	https://www.orthodb.org/v10?query=6526at33392	protein TANC2 isoform X1
6540at33392	Complete	ptg000107l_1	3747695	3754061	+	1858.8	990	https://www.orthodb.org/v10?query=6540at33392	membrane-associated protein Hem
6551at33392	Complete	ptg000499l_1	1457620	1565331	+	791.9	548	https://www.orthodb.org/v10?query=6551at33392	Histone-lysine N-methyltransferase, H3 lysine-79 specific
6679at33392	Complete	ptg000044l_1	4530834	4569181	+	1584.5	1100	https://www.orthodb.org/v10?query=6679at33392	protein mini spindles isoform X1
6697at33392	Complete	ptg000061l_1	3220826	3233751	-	864.2	801	https://www.orthodb.org/v10?query=6697at33392	Histone-lysine N-methyltransferase
6700at33392	Complete	ptg000256l_1	3166355	3210687	-	1555.7	1136	https://www.orthodb.org/v10?query=6700at33392	Leucine-rich repeat
6911at33392	Complete	ptg000086l_1	2983498	3026501	+	931.5	916	https://www.orthodb.org/v10?query=6911at33392	girdin isoform X1
6988at33392	Complete	ptg000911l_1	782879	821628	+	1065.7	734	https://www.orthodb.org/v10?query=6988at33392	Rab-GTPase-TBC domain
6994at33392	Complete	ptg000122l_1	7725380	7797313	+	1050.8	990	https://www.orthodb.org/v10?query=6994at33392	rapamycin-insensitive companion of mTOR
7081at33392	Complete	ptg000474l_1	585679	595303	+	1084.1	658	https://www.orthodb.org/v10?query=7081at33392	membrane-bound transcription factor site-1 protease
7103at33392	Complete	ptg000276l_1	2687166	2713174	+	1928.9	1038	https://www.orthodb.org/v10?query=7103at33392	Clustered mitochondria protein homolog
7116at33392	Complete	ptg000505l_1	236485	245535	-	1018.3	647	https://www.orthodb.org/v10?query=7116at33392	regulator of nonsense transcripts 2
7153at33392	Complete	ptg000147l_1	10564730	10630086	-	857.4	762	https://www.orthodb.org/v10?query=7153at33392	EGF-like, conserved site
7239at33392	Complete	ptg000080l_1	7869329	7885791	-	811.6	793	https://www.orthodb.org/v10?query=7239at33392	WASH complex subunit 7
7359at33392	Complete	ptg000044l_1	4285184	4341580	-	832.0	729	https://www.orthodb.org/v10?query=7359at33392	rho guanine nucleotide exchange factor 18
7407at33392	Complete	ptg000061l_1	3420634	3460297	-	908.5	513	https://www.orthodb.org/v10?query=7407at33392	SH3 domain
7448at33392	Complete	ptg000062l_1	25947392	25976603	-	1261.4	1058	https://www.orthodb.org/v10?query=7448at33392	neuralized-like protein 4
7475at33392	Complete	ptg000093l_1	4150128	4320402	+	1250.7	812	https://www.orthodb.org/v10?query=7475at33392	Ankyrin repeat-containing domain
7509at33392	Complete	ptg000149l_1	25701648	25718246	+	795.7	816	https://www.orthodb.org/v10?query=7509at33392	Zinc finger C2H2 superfamily
7690at33392	Complete	ptg000509l_1	86194	157264	+	1453.8	1119	https://www.orthodb.org/v10?query=7690at33392	peroxidasin
7692at33392	Complete	ptg000061l_1	1788894	1870995	+	1334.0	975	https://www.orthodb.org/v10?query=7692at33392	rabankyrin-5
7736at33392	Complete	ptg000618l_1	291331	382617	-	1756.4	1558	https://www.orthodb.org/v10?query=7736at33392	rootletin
7759at33392	Complete	ptg000135l_1	872282	948432	+	622.5	640	https://www.orthodb.org/v10?query=7759at33392	tyrosine-protein kinase hopscotch
7813at33392	Complete	ptg000045l_1	3368943	3389464	-	1603.9	912	https://www.orthodb.org/v10?query=7813at33392	transcription initiation factor TFIID subunit 2
7857at33392	Complete	ptg000341l_1	334085	407574	-	1327.4	972	https://www.orthodb.org/v10?query=7857at33392	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
7877at33392	Complete	ptg000420l_1	51963	73011	+	1498.4	855	https://www.orthodb.org/v10?query=7877at33392	DNA-directed RNA polymerase III subunit RPC2
7888at33392	Complete	ptg000062l_1	39919509	39998713	+	1186.0	638	https://www.orthodb.org/v10?query=7888at33392	serine/threonine-protein kinase mig-15 isoform X1
7902at33392	Complete	ptg000219l_1	3223218	3264865	+	1411.7	1091	https://www.orthodb.org/v10?query=7902at33392	WD repeat-containing protein 19
7915at33392	Complete	ptg000142l_1	1285307	1381176	-	1398.8	805	https://www.orthodb.org/v10?query=7915at33392	Ras guanine-nucleotide exchange factor catalytic domain superfamily
7919at33392	Complete	ptg000062l_1	12068475	12079968	-	1240.9	961	https://www.orthodb.org/v10?query=7919at33392	Golgi apparatus protein 1
7925at33392	Complete	ptg000103l_1	4097492	4133920	+	1153.6	597	https://www.orthodb.org/v10?query=7925at33392	Toll/interleukin-1 receptor homology (TIR) domain
7933at33392	Complete	ptg000165l_1	839141	856342	-	1380.4	955	https://www.orthodb.org/v10?query=7933at33392	tectonin beta-propeller repeat-containing protein
8025at33392	Complete	ptg000743l_1	404651	483594	+	973.3	899	https://www.orthodb.org/v10?query=8025at33392	transmembrane protein 94 isoform X1
8063at33392	Complete	ptg000168l_1	10556302	10629393	+	1247.5	1061	https://www.orthodb.org/v10?query=8063at33392	intraflagellar transport protein 140 homolog
8137at33392	Complete	ptg000265l_1	14204412	14231453	-	642.5	839	https://www.orthodb.org/v10?query=8137at33392	gamma-tubulin complex component 6
8178at33392	Complete	ptg000080l_1	25048666	25059433	+	836.9	949	https://www.orthodb.org/v10?query=8178at33392	Histone-lysine N-methyltransferase
8408at33392	Complete	ptg000080l_1	25741441	25770028	+	1717.7	913	https://www.orthodb.org/v10?query=8408at33392	Calcium-transporting ATPase
8550at33392	Complete	ptg000035l_1	21843182	21872342	+	917.4	655	https://www.orthodb.org/v10?query=8550at33392	programmed cell death 6-interacting protein
8561at33392	Complete	ptg000150l_1	2523446	2563837	-	1322.9	1280	https://www.orthodb.org/v10?query=8561at33392	integrator complex subunit 1
8607at33392	Complete	ptg000092l_1	1904476	1930920	+	1782.1	1002	https://www.orthodb.org/v10?query=8607at33392	DNA topoisomerase 2
8676at33392	Complete	ptg000367l_1	1401356	1484105	-	929.3	777	https://www.orthodb.org/v10?query=8676at33392	erythroid differentiation-related factor 1
8689at33392	Complete	ptg000369l_1	2812878	2875673	+	1400.5	826	https://www.orthodb.org/v10?query=8689at33392	patched domain-containing protein 3
8740at33392	Complete	ptg000147l_1	22959272	23300566	-	1712.1	928	https://www.orthodb.org/v10?query=8740at33392	Calcium-activated potassium channel alpha chain
8777at33392	Complete	ptg000080l_1	30971441	30982526	-	1571.8	1020	https://www.orthodb.org/v10?query=8777at33392	cullin-associated NEDD8-dissociated protein 1
8839at33392	Complete	ptg000743l_1	358590	403883	-	737.7	815	https://www.orthodb.org/v10?query=8839at33392	protein xmas-2
9071at33392	Complete	ptg000049l_1	7386406	7426864	+	1722.6	904	https://www.orthodb.org/v10?query=9071at33392	exportin-1
9080at33392	Complete	ptg000062l_1	16196797	16206292	-	750.6	801	https://www.orthodb.org/v10?query=9080at33392	DNA repair protein complementing XP-G cells homolog
9083at33392	Complete	ptg000434l_1	733954	775045	-	1359.2	930	https://www.orthodb.org/v10?query=9083at33392	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
9126at33392	Complete	ptg000240l_1	7341152	7364337	+	1952.5	1233	https://www.orthodb.org/v10?query=9126at33392	Glycogen debranching enzyme
9189at33392	Complete	ptg000318l_1	978652	1000366	-	1149.0	864	https://www.orthodb.org/v10?query=9189at33392	WASH complex subunit strumpellin
9194at33392	Complete	ptg000062l_1	55931093	55984822	+	1496.8	979	https://www.orthodb.org/v10?query=9194at33392	protein mahjong
9206at33392	Complete	ptg000618l_1	503931	535121	+	720.5	768	https://www.orthodb.org/v10?query=9206at33392	TELO2-interacting protein 1 homolog
9376at33392	Complete	ptg000153l_1	3949955	3994267	+	764.3	876	https://www.orthodb.org/v10?query=9376at33392	EGF-like calcium-binding, conserved site
9404at33392	Complete	ptg000045l_1	5693772	6028622	+	1154.3	900	https://www.orthodb.org/v10?query=9404at33392	Transmembrane protein 132
9432at33392	Complete	ptg000122l_1	39543813	39622967	-	489.8	435	https://www.orthodb.org/v10?query=9432at33392	partitioning defective 3 homolog
9436at33392	Complete	ptg000122l_1	12006193	12067195	+	1355.3	1067	https://www.orthodb.org/v10?query=9436at33392	EGF-like, conserved site
9531at33392	Complete	ptg000090l_1	386918	409726	-	652.7	433	https://www.orthodb.org/v10?query=9531at33392	lateral signaling target protein 2 homolog
9603at33392	Complete	ptg000448l_1	127907	140945	+	1203.3	661	https://www.orthodb.org/v10?query=9603at33392	CUB domain
9679at33392	Complete	ptg000062l_1	12447007	12469245	-	1584.9	937	https://www.orthodb.org/v10?query=9679at33392	importin-5
9910at33392	Complete	ptg000206l_1	144675	164266	-	1313.3	968	https://www.orthodb.org/v10?query=9910at33392	intraflagellar transport protein 122 homolog
10409at33392	Complete	ptg000103l_1	6602640	6627458	-	1142.2	943	https://www.orthodb.org/v10?query=10409at33392	Zinc finger, RING-type
10442at33392	Complete	ptg000055l_1	3196900	3254869	+	1524.1	886	https://www.orthodb.org/v10?query=10442at33392	Neuropathy target esterase sws
10581at33392	Complete	ptg000160l_1	3928553	3949169	-	1399.1	881	https://www.orthodb.org/v10?query=10581at33392	sister chromatid cohesion protein PDS5 homolog B isoform X1
10629at33392	Complete	ptg000356l_1	679076	736431	+	1255.2	759	https://www.orthodb.org/v10?query=10629at33392	NADPH oxidase 5
10632at33392	Duplicated	ptg000074l_1	4543865	4548357	+	1245.0	863	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10632at33392	Duplicated	ptg000080l_1	31530496	31534667	+	1363.0	844	https://www.orthodb.org/v10?query=10632at33392	isoleucine--tRNA ligase, cytoplasmic
10667at33392	Complete	ptg000062l_1	24511350	24520439	-	1563.9	863	https://www.orthodb.org/v10?query=10667at33392	FACT complex subunit spt16 isoform X1
10721at33392	Complete	ptg000256l_1	1509637	1551279	+	1805.8	1112	https://www.orthodb.org/v10?query=10721at33392	von Willebrand factor A domain-containing protein 8
10790at33392	Complete	ptg000016l_1	1680946	1695597	-	1376.2	810	https://www.orthodb.org/v10?query=10790at33392	Coronin
10838at33392	Complete	ptg000004l_1	10146975	10243749	-	1630.7	801	https://www.orthodb.org/v10?query=10838at33392	Alpha-actinin, sarcomeric
10878at33392	Complete	ptg000122l_1	21909959	22020817	-	1349.3	843	https://www.orthodb.org/v10?query=10878at33392	formin-like protein CG32138 isoform X1
10901at33392	Complete	ptg000080l_1	27426249	27430473	-	1531.3	766	https://www.orthodb.org/v10?query=10901at33392	AP-2 complex subunit alpha
10902at33392	Missing
10919at33392	Complete	ptg000047l_1	3262884	3275620	+	1613.5	923	https://www.orthodb.org/v10?query=10919at33392	leucine--tRNA ligase, cytoplasmic
10925at33392	Complete	ptg000083l_1	5169660	5202915	-	314.9	525	https://www.orthodb.org/v10?query=10925at33392	SCAR/WAVE family
10976at33392	Complete	ptg000456l_1	408603	422257	+	1221.8	593	https://www.orthodb.org/v10?query=10976at33392	DNA excision repair protein haywire
11006at33392	Complete	ptg000035l_1	8335209	8533040	+	1154.3	717	https://www.orthodb.org/v10?query=11006at33392	Diacylglycerol kinase
11012at33392	Complete	ptg000047l_1	3369076	3385274	+	1280.9	949	https://www.orthodb.org/v10?query=11012at33392	exportin-5
11043at33392	Complete	ptg000168l_1	9368348	9415947	-	1103.6	807	https://www.orthodb.org/v10?query=11043at33392	DNA-directed RNA polymerase
11090at33392	Complete	ptg000055l_1	6017253	6028822	+	1358.5	746	https://www.orthodb.org/v10?query=11090at33392	Coatomer subunit beta
11167at33392	Complete	ptg000170l_1	6357872	6446835	+	872.4	614	https://www.orthodb.org/v10?query=11167at33392	serine/threonine-protein kinase/endoribonuclease IRE1
11178at33392	Complete	ptg000417l_1	996497	1030749	-	1069.2	681	https://www.orthodb.org/v10?query=11178at33392	protein O-GlcNAcase isoform X1
11298at33392	Complete	ptg000172l_1	8109567	8158664	-	1285.3	894	https://www.orthodb.org/v10?query=11298at33392	DENN domain-containing protein 5B isoform X1
11299at33392	Complete	ptg000124l_1	5548833	5647671	-	705.5	677	https://www.orthodb.org/v10?query=11299at33392	putative epidermal cell surface receptor isoform X1
11304at33392	Complete	ptg000035l_1	15866382	16085401	-	1228.4	767	https://www.orthodb.org/v10?query=11304at33392	Ankyrin repeat-containing domain
11331at33392	Complete	ptg000265l_1	4424123	4556561	-	1337.4	1002	https://www.orthodb.org/v10?query=11331at33392	Mediator of RNA polymerase II transcription subunit 13
11388at33392	Complete	ptg000374l_1	1338986	1364534	-	751.4	613	https://www.orthodb.org/v10?query=11388at33392	TBC domain-containing protein kinase-like protein
11429at33392	Complete	ptg000030l_1	5179815	5293688	-	908.7	679	https://www.orthodb.org/v10?query=11429at33392	lethal(2) giant larvae protein homolog 1 isoform X1
11623at33392	Complete	ptg000010l_1	2856233	2899393	-	950.0	605	https://www.orthodb.org/v10?query=11623at33392	cold shock domain-containing protein E1
11701at33392	Complete	ptg000051l_1	1227422	1233792	+	1090.2	695	https://www.orthodb.org/v10?query=11701at33392	E3 ubiquitin-protein ligase MARCH6
11793at33392	Complete	ptg000172l_1	7070795	7093920	+	530.6	537	https://www.orthodb.org/v10?query=11793at33392	sterol regulatory element-binding protein 1
11884at33392	Complete	ptg000023l_1	127478	204165	-	746.2	512	https://www.orthodb.org/v10?query=11884at33392	ubiquitin carboxyl-terminal hydrolase 31
11904at33392	Complete	ptg000122l_1	24587003	24685330	+	899.5	728	https://www.orthodb.org/v10?query=11904at33392	Ankyrin repeat-containing domain
12042at33392	Complete	ptg000061l_1	1373944	1387445	+	1318.2	911	https://www.orthodb.org/v10?query=12042at33392	integrator complex subunit 2
12162at33392	Complete	ptg000405l_1	335077	349703	-	1302.5	1419	https://www.orthodb.org/v10?query=12162at33392	HEAT repeat-containing protein 1
12178at33392	Complete	ptg000292l_1	4467714	4488782	-	1716.9	816	https://www.orthodb.org/v10?query=12178at33392	regulator of nonsense transcripts 1 homolog
12240at33392	Complete	ptg000089l_1	2401082	2497482	-	797.8	912	https://www.orthodb.org/v10?query=12240at33392	protein virilizer
12264at33392	Complete	ptg000150l_1	1413022	1429699	+	1542.6	828	https://www.orthodb.org/v10?query=12264at33392	glycine dehydrogenase (decarboxylating), mitochondrial
12344at33392	Complete	ptg000080l_1	13479467	13507127	+	1083.8	712	https://www.orthodb.org/v10?query=12344at33392	C2 domain
12398at33392	Complete	ptg000149l_1	17775207	17841320	+	849.4	1008	https://www.orthodb.org/v10?query=12398at33392	tetratricopeptide repeat protein 37
12405at33392	Complete	ptg000080l_1	25930152	25942292	-	1355.2	763	https://www.orthodb.org/v10?query=12405at33392	transportin-1
12417at33392	Complete	ptg000121l_1	3157532	3180138	-	1487.3	778	https://www.orthodb.org/v10?query=12417at33392	ribonuclease 3
12432at33392	Complete	ptg000428l_1	878693	1026189	+	832.3	810	https://www.orthodb.org/v10?query=12432at33392	ARID DNA-binding domain
12473at33392	Complete	ptg000149l_1	3749458	3836904	+	842.3	531	https://www.orthodb.org/v10?query=12473at33392	WD40-repeat-containing domain
12694at33392	Complete	ptg000492l_1	817211	820252	+	796.9	645	https://www.orthodb.org/v10?query=12694at33392	Exocyst complex component 2
12726at33392	Complete	ptg000020l_1	6410753	6440842	-	1238.0	966	https://www.orthodb.org/v10?query=12726at33392	nuclear pore complex protein Nup155
12761at33392	Complete	ptg000165l_1	5642223	5809426	-	1168.6	603	https://www.orthodb.org/v10?query=12761at33392	Anion exchange protein
12843at33392	Complete	ptg000149l_1	26946415	27000931	+	789.6	649	https://www.orthodb.org/v10?query=12843at33392	Ankyrin repeat-containing domain
12845at33392	Complete	ptg000122l_1	6662743	6705802	-	1326.9	975	https://www.orthodb.org/v10?query=12845at33392	Phosphoinositide 3-kinase regulatory subunit 4
12875at33392	Complete	ptg000155l_1	3574801	3605136	+	1373.2	873	https://www.orthodb.org/v10?query=12875at33392	importin-7
13104at33392	Complete	ptg000073l_1	994449	1201971	+	1511.7	870	https://www.orthodb.org/v10?query=13104at33392	disheveled-associated activator of morphogenesis 1 isoform X1
13148at33392	Complete	ptg000062l_1	43949896	44114443	+	567.5	467	https://www.orthodb.org/v10?query=13148at33392	Katanin p80 WD40 repeat-containing subunit B1
13274at33392	Complete	ptg000186l_1	5124696	5142001	+	1321.5	915	https://www.orthodb.org/v10?query=13274at33392	protein brunelleschi
13494at33392	Complete	ptg000172l_1	6171459	6182738	+	1337.7	850	https://www.orthodb.org/v10?query=13494at33392	DNA polymerase subunit gamma-1, mitochondrial
