ptg000046l_1	ref|NZ_CP066061.1|	90.155	193	19	0	1536023	1536215	2760	2952	5.28e-60	252	0	0
ptg000046l_1	ref|NZ_CP066061.1|	94.375	160	9	0	2152290	2152449	2793	2952	2.46e-58	246	0	0
ptg000046l_1	ref|NZ_CP066061.1|	89.231	195	19	2	2265828	2266021	2951	2758	3.18e-57	243	0	0
ptg000046l_1	ref|NZ_CP066061.1|	95.973	149	6	0	2152116	2152264	2956	3104	3.18e-57	243	0	0
ptg000046l_1	ref|NZ_CP066061.1|	90.710	183	14	2	2148117	2148296	2769	2951	1.14e-56	241	0	0
ptg000046l_1	ref|NZ_CP066061.1|	95.333	150	7	0	1535872	1536021	2954	3103	4.11e-56	239	0	0
ptg000046l_1	ref|NZ_CP066061.1|	95.333	150	6	1	2258860	2259009	3104	2956	1.48e-55	237	0	0
ptg000046l_1	ref|NZ_CP066061.1|	90.000	180	18	0	1539753	1539932	2956	3135	1.91e-54	233	0	0
ptg000046l_1	ref|NZ_CP066061.1|	77.608	393	81	2	993970	994355	2233	2625	6.88e-54	231	0	0
ptg000046l_1	ref|NZ_CP066061.1|	94.667	150	7	1	2271423	2271572	3104	2956	6.88e-54	231	0	0
ptg000046l_1	ref|NZ_CP066061.1|	94.558	147	7	1	2147962	2148108	2959	3104	3.20e-52	226	0	0
ptg000046l_1	ref|NZ_CP066061.1|	93.289	149	9	1	2253891	2254039	3104	2957	5.35e-50	219	0	0
ptg000046l_1	ref|NZ_CP066061.1|	90.604	149	9	1	2261243	2261386	3104	2956	3.25e-42	193	0	0
ptg000046l_1	ref|NZ_CP066061.1|	92.481	133	9	1	2250577	2250709	3104	2973	4.20e-41	189	0	0
ptg000046l_1	ref|NZ_CP066061.1|	87.421	159	18	2	2637491	2637647	3242	3400	7.02e-39	182	0	0
ptg000046l_1	ref|NZ_CP066061.1|	87.421	159	18	2	2658302	2658458	3242	3400	7.02e-39	182	0	0
ptg000046l_1	ref|NZ_CP066061.1|	84.971	173	16	7	2678541	2678710	2707	2872	1.97e-34	167	0	0
ptg000046l_1	ref|NZ_CP066061.1|	87.805	123	13	2	2258742	2258862	2880	2758	3.31e-27	143	0	0
ptg000046l_1	ref|NZ_CP066061.1|	92.308	91	5	1	2155386	2155474	2944	3034	9.28e-23	128	0	0
ptg000046l_1	ref|NZ_CP066061.1|	97.015	67	2	0	2129536	2129602	2878	2944	2.60e-18	113	0	0
ptg000046l_1	ref|NZ_CP066061.1|	75.000	188	42	5	2638016	2638201	3689	3873	7.33e-09	82.4	0	0
ptg000046l_1	ref|NZ_CP066061.1|	75.000	188	42	5	2658827	2659012	3689	3873	7.33e-09	82.4	0	0
ptg000046l_1	ref|NZ_CP025096.1|	86.897	145	17	2	2639432	2639575	8694162	8694305	9.15e-33	161	0	0
ptg000046l_1	ref|NZ_CP025096.1|	86.897	145	17	2	2660243	2660386	8694162	8694305	9.15e-33	161	0	0
ptg000046l_1	ref|NZ_CP048409.1|	82.828	99	16	1	2660239	2660336	1307367	1307269	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP048409.1|	82.828	99	16	1	2639428	2639525	1307367	1307269	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP048409.1|	82.828	99	16	1	2639428	2639525	3637695	3637793	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP048409.1|	82.828	99	16	1	2660239	2660336	3637695	3637793	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP046401.1|	82.828	99	16	1	2660239	2660336	3989631	3989533	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP046401.1|	82.828	99	16	1	2639428	2639525	3989631	3989533	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP046401.1|	82.828	99	16	1	2660239	2660336	5088292	5088194	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP046401.1|	82.828	99	16	1	2639428	2639525	5088292	5088194	1.58e-10	87.9	0	0
ptg000046l_1	ref|NZ_CP059066.1|	90.476	63	6	0	2639462	2639524	1015291	1015353	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP059066.1|	90.476	63	6	0	2660273	2660335	1015291	1015353	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP059066.1|	90.476	63	6	0	2660273	2660335	1284564	1284502	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP059066.1|	90.476	63	6	0	2639462	2639524	1284564	1284502	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP059066.1|	90.476	63	6	0	2660273	2660335	2404458	2404396	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP059066.1|	90.476	63	6	0	2639462	2639524	2404458	2404396	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP042808.1|	86.842	76	8	2	2639429	2639504	2500606	2500679	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP042808.1|	86.842	76	8	2	2660240	2660315	2500606	2500679	2.04e-09	84.2	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2639429	2639504	1415124	1415199	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2660240	2660315	1415124	1415199	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2639429	2639504	1635864	1635939	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2660240	2660315	1635864	1635939	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2639429	2639504	2109854	2109929	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2660240	2660315	2109854	2109929	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2639429	2639504	2654100	2654175	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP042808.1|	85.714	77	9	2	2660240	2660315	2654100	2654175	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_LT635772.1|	89.231	65	7	0	2639462	2639526	437906	437970	7.33e-09	82.4	0	0
ptg000046l_1	ref|NZ_LT635772.1|	89.231	65	7	0	2660273	2660337	437906	437970	7.33e-09	82.4	0	0
ptg000046l_1	ref|NZ_LT635772.1|	90.323	62	6	0	2660276	2660337	904940	904879	7.33e-09	82.4	0	0
ptg000046l_1	ref|NZ_LT635772.1|	90.323	62	6	0	2639465	2639526	904940	904879	7.33e-09	82.4	0	0
ptg000046l_1	ref|NC_011026.1|	85.897	78	10	1	2639428	2639504	906260	906337	7.33e-09	82.4	0	0
ptg000046l_1	ref|NC_011026.1|	85.897	78	10	1	2660239	2660315	906260	906337	7.33e-09	82.4	0	0
ptg000046l_1	ref|NZ_CP084930.1|	85.714	77	10	1	2639429	2639504	757493	757569	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084930.1|	85.714	77	10	1	2660240	2660315	757493	757569	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084930.1|	85.714	77	10	1	2639429	2639504	1376243	1376319	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084930.1|	85.714	77	10	1	2660240	2660315	1376243	1376319	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084930.1|	85.714	77	10	1	2639429	2639504	3488679	3488755	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084930.1|	85.714	77	10	1	2660240	2660315	3488679	3488755	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084701.1|	81.818	99	14	4	2660239	2660335	600813	600717	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084701.1|	81.818	99	14	4	2639428	2639524	600813	600717	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084701.1|	81.818	99	14	4	2639428	2639524	1337400	1337496	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP084701.1|	81.818	99	14	4	2660239	2660335	1337400	1337496	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2639429	2639504	321963	322038	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2660240	2660315	321963	322038	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2660240	2660315	1356368	1356293	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2639429	2639504	1356368	1356293	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2660240	2660315	1510204	1510129	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2639429	2639504	1510204	1510129	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2660240	2660315	1791734	1791659	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP068419.1|	85.714	77	9	2	2639429	2639504	1791734	1791659	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2660240	2660315	377731	377656	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2639429	2639504	377731	377656	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2660240	2660315	1082101	1082026	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2639429	2639504	1082101	1082026	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2639429	2639504	2170526	2170601	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2660240	2660315	2170526	2170601	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2639429	2639504	2613570	2613645	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2660240	2660315	2613570	2613645	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2639429	2639504	3344035	3344110	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP062147.1|	85.714	77	9	2	2660240	2660315	3344035	3344110	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP053015.1|	85.714	77	10	1	2660240	2660315	1291073	1290997	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP053015.1|	85.714	77	10	1	2639429	2639504	1291073	1290997	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP050139.1|	85.714	77	9	2	2639429	2639504	2641200	2641275	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP050139.1|	85.714	77	9	2	2660240	2660315	2641200	2641275	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP039846.1|	85.714	77	9	2	2660240	2660315	1338103	1338028	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP039846.1|	85.714	77	9	2	2639429	2639504	1338103	1338028	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP039846.1|	85.714	77	9	2	2660240	2660315	1493158	1493083	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP039846.1|	85.714	77	9	2	2639429	2639504	1493158	1493083	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP039846.1|	85.714	77	9	2	2660240	2660315	1816777	1816702	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP039846.1|	85.714	77	9	2	2639429	2639504	1816777	1816702	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2660241	2660331	45247	45156	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2639430	2639520	45247	45156	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2660241	2660331	459551	459460	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2639430	2639520	459551	459460	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2660241	2660331	507975	507884	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2639430	2639520	507975	507884	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2639430	2639520	1649189	1649280	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP043617.1|	82.609	92	15	1	2660241	2660331	1649189	1649280	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2660241	2660331	348486	348395	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2639430	2639520	348486	348395	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2660241	2660331	464832	464741	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2639430	2639520	464832	464741	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2660241	2660331	605553	605462	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2639430	2639520	605553	605462	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2639430	2639520	1858907	1858998	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP041166.1|	82.609	92	15	1	2660241	2660331	1858907	1858998	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2660240	2660315	64889	64814	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2639429	2639504	64889	64814	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2639429	2639504	1543126	1543201	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2660240	2660315	1543126	1543201	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2639429	2639504	1978606	1978681	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2660240	2660315	1978606	1978681	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2660240	2660315	2486830	2486755	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2639429	2639504	2486830	2486755	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2660240	2660315	2954744	2954669	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP036404.1|	85.714	77	9	2	2639429	2639504	2954744	2954669	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP020083.1|	85.714	77	10	1	2639429	2639504	1170975	1171051	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP020083.1|	85.714	77	10	1	2660240	2660315	1170975	1171051	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP020083.1|	85.714	77	10	1	2660240	2660315	1397684	1397608	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP020083.1|	85.714	77	10	1	2639429	2639504	1397684	1397608	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP027668.1|	85.714	77	10	1	2660240	2660315	856434	856358	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP027668.1|	85.714	77	10	1	2639429	2639504	856434	856358	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP027668.1|	85.714	77	10	1	2639429	2639504	2949674	2949750	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP027668.1|	85.714	77	10	1	2660240	2660315	2949674	2949750	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2639429	2639504	1679508	1679583	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2660240	2660315	1679508	1679583	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2639429	2639504	1859159	1859234	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2660240	2660315	1859159	1859234	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2639429	2639504	2436677	2436752	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2660240	2660315	2436677	2436752	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2639429	2639504	2760197	2760272	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2660240	2660315	2760197	2760272	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2639429	2639504	2967629	2967704	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP022374.1|	85.714	77	9	2	2660240	2660315	2967629	2967704	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2660240	2660315	1405271	1405196	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2639429	2639504	1405271	1405196	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2660240	2660315	1560160	1560085	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2639429	2639504	1560160	1560085	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2660240	2660315	1873222	1873147	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2639429	2639504	1873222	1873147	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2660240	2660315	2366604	2366529	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2639429	2639504	2366604	2366529	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2660240	2660315	2568532	2568457	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP021524.1|	85.714	77	9	2	2639429	2639504	2568532	2568457	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2660240	2660315	2856	2781	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2639429	2639504	2856	2781	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2639429	2639504	1814756	1814831	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2660240	2660315	1814756	1814831	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2639429	2639504	2300699	2300774	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2660240	2660315	2300699	2300774	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2660240	2660315	2958173	2958098	2.64e-08	80.5	0	0
ptg000046l_1	ref|NZ_CP014689.1|	85.714	77	9	2	2639429	2639504	2958173	2958098	2.64e-08	80.5	0	0
